#                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                   accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#           ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Pdum_DN73485_c1_g3_i7:0-374     -            125 634446at33208        -             80   0.00029   17.8   7.6   1   3      0.17       5.9    4.0   0.1    36    47     3    14     1    27 0.83 -
Pdum_DN73485_c1_g3_i7:0-374     -            125 634446at33208        -             80   0.00029   17.8   7.6   2   3    0.0057       0.2    8.7   0.3    33    47    56    70    37    72 0.76 -
Pdum_DN73485_c1_g3_i7:0-374     -            125 634446at33208        -             80   0.00029   17.8   7.6   3   3    0.0094      0.33    8.0   0.1    33    46   112   125   106   125 0.85 -
Pdum_DN80654_c2_g1_i1:524-886   -            121 634446at33208        -             80    0.0021   15.0   0.0   1   1   0.00016    0.0057   13.6   0.0     8    43    77   110    68   114 0.85 -
Pdum_DN67776_c5_g2_i2:7-333     -            109 634446at33208        -             80     0.015   12.3   8.1   1   4       0.2         7    3.7   0.1    36    44     3    11     1    23 0.85 -
Pdum_DN67776_c5_g2_i2:7-333     -            109 634446at33208        -             80     0.015   12.3   8.1   2   4     0.076       2.6    5.1   0.1    33    45    28    40    16    48 0.82 -
Pdum_DN67776_c5_g2_i2:7-333     -            109 634446at33208        -             80     0.015   12.3   8.1   3   4      0.15       5.3    4.1   0.1    35    44    58    67    52    78 0.85 -
Pdum_DN67776_c5_g2_i2:7-333     -            109 634446at33208        -             80     0.015   12.3   8.1   4   4      0.52        18    2.4   0.0    33    44    84    95    73   101 0.81 -
Pdum_DN82735_c0_g1_i1:36-347    -            104 634446at33208        -             80     0.015   12.2   2.2   1   3       1.5        51    1.0   0.1    34    43    22    31    19    36 0.81 -
Pdum_DN82735_c0_g1_i1:36-347    -            104 634446at33208        -             80     0.015   12.2   2.2   2   3     0.012      0.43    7.6   0.5    18    43    36    61    26    69 0.84 -
Pdum_DN82735_c0_g1_i1:36-347    -            104 634446at33208        -             80     0.015   12.2   2.2   3   3      0.46        16    2.6   0.1    35    45    81    91    64    96 0.78 -
Pdum_DN83320_c3_g1_i3:46-417    -            124 634446at33208        -             80     0.022   11.7  11.6   1   5       2.9     1e+02    0.0   0.1    36    43     3    10     1    22 0.88 -
Pdum_DN83320_c3_g1_i3:46-417    -            124 634446at33208        -             80     0.022   11.7  11.6   2   5      0.13       4.4    4.4   0.1    34    44    29    39    19    49 0.84 -
Pdum_DN83320_c3_g1_i3:46-417    -            124 634446at33208        -             80     0.022   11.7  11.6   3   5      0.15       5.4    4.1   0.1    34    44    57    67    48    74 0.85 -
Pdum_DN83320_c3_g1_i3:46-417    -            124 634446at33208        -             80     0.022   11.7  11.6   4   5      0.14       4.8    4.3   0.1    34    44    85    95    74   102 0.84 -
Pdum_DN83320_c3_g1_i3:46-417    -            124 634446at33208        -             80     0.022   11.7  11.6   5   5       0.2       7.1    3.7   0.1    33    44   112   123   100   124 0.84 -
Pdum_DN75461_c4_g1_i11:137-508  -            124 634446at33208        -             80     0.023   11.7   8.7   1   5       7.7   2.7e+02   -1.3   0.0    37    44     4    11     2    24 0.83 -
Pdum_DN75461_c4_g1_i11:137-508  -            124 634446at33208        -             80     0.023   11.7   8.7   2   5     0.093       3.2    4.8   0.1    33    45    28    40    13    52 0.85 -
Pdum_DN75461_c4_g1_i11:137-508  -            124 634446at33208        -             80     0.023   11.7   8.7   3   5      0.12         4    4.5   0.1    34    45    57    68    51    83 0.85 -
Pdum_DN75461_c4_g1_i11:137-508  -            124 634446at33208        -             80     0.023   11.7   8.7   4   5       0.1       3.5    4.7   0.1    34    44    85    95    73   104 0.82 -
Pdum_DN75461_c4_g1_i11:137-508  -            124 634446at33208        -             80     0.023   11.7   8.7   5   5       2.4        85    0.3   0.0    34    43   113   122   106   123 0.84 -
Pdum_DN83724_c2_g5_i2:18-482    -            155 634446at33208        -             80     0.047   10.7  13.9   1   6      0.88        30    1.7   0.2    36    44     5    13     2    27 0.78 -
Pdum_DN83724_c2_g5_i2:18-482    -            155 634446at33208        -             80     0.047   10.7  13.9   2   6       4.2   1.5e+02   -0.5   0.1    31    47    28    44    13    59 0.74 -
Pdum_DN83724_c2_g5_i2:18-482    -            155 634446at33208        -             80     0.047   10.7  13.9   3   6     0.049       1.7    5.7   0.2    33    45    58    70    40    76 0.87 -
Pdum_DN83724_c2_g5_i2:18-482    -            155 634446at33208        -             80     0.047   10.7  13.9   4   6      0.32        11    3.1   0.1    34    44    87    97    79   103 0.86 -
Pdum_DN83724_c2_g5_i2:18-482    -            155 634446at33208        -             80     0.047   10.7  13.9   5   6      0.55        19    2.3   0.1    33    45   114   126   102   141 0.82 -
Pdum_DN83724_c2_g5_i2:18-482    -            155 634446at33208        -             80     0.047   10.7  13.9   6   6      0.18       6.3    3.9   0.1    27    46   135   155   127   155 0.70 -
Pdum_DN73885_c5_g1_i3:25-387    -            121 634446at33208        -             80     0.049   10.6   5.6   1   4       4.5   1.6e+02   -0.6   0.0    36    45     3    12     1    29 0.80 -
Pdum_DN73885_c5_g1_i3:25-387    -            121 634446at33208        -             80     0.049   10.6   5.6   2   4       7.2   2.5e+02   -1.2   0.0    27    43    48    63    37    72 0.75 -
Pdum_DN73885_c5_g1_i3:25-387    -            121 634446at33208        -             80     0.049   10.6   5.6   3   4     0.014       0.5    7.4   0.1    33    46    81    94    55   105 0.82 -
