#                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Pdum_DN89812_c3_g1_i3:2-727      -            242 153034at33208        -            510     8e-69  229.0   0.3   1   1   2.5e-70     1e-68  228.7   0.3     8   177    30   240    25   242 0.90 -
Pdum_DN80800_c0_g2_i4:1107-1544  -            146 153034at33208        -            510   2.5e-54  181.2   0.1   1   1   6.8e-56   2.8e-54  181.1   0.1   362   505     1   146     1   146 0.97 -
Pdum_DN79877_c0_g1_i1:326-766    -            147 153034at33208        -            510   6.4e-52  173.3   0.3   1   1   1.7e-53     7e-52  173.2   0.3   365   508     1   146     1   147 0.97 -
Pdum_DN76493_c1_g1_i11:151-597   -            149 153034at33208        -            510   7.3e-49  163.2   0.0   1   1   1.9e-50     8e-49  163.1   0.0   363   509     1   149     1   149 0.96 -
Pdum_DN73709_c1_g1_i2:1594-1947  -            118 153034at33208        -            510   2.2e-42  141.8   0.0   1   1   5.8e-44   2.4e-42  141.7   0.0   363   476     2   118     1   118 0.97 -
Pdum_DN83513_c0_g1_i13:1922-2443 -            174 153034at33208        -            510     2e-41  138.6   0.2   1   1   5.9e-43   2.4e-41  138.4   0.2   366   501    24   171    12   174 0.84 -
Pdum_DN81849_c0_g1_i3:1419-1865  -            149 153034at33208        -            510   3.9e-41  137.7   0.4   1   1     1e-42   4.1e-41  137.6   0.4   365   494    11   146     1   149 0.89 -
Pdum_DN69067_c0_g1_i2:479-958    -            160 153034at33208        -            510   1.4e-40  135.8   0.5   1   1     4e-42   1.6e-40  135.6   0.5   367   503    13   159     4   160 0.87 -
Pdum_DN88331_c2_g1_i2:3665-4144  -            160 153034at33208        -            510   1.4e-38  129.3   0.3   1   1   4.1e-40   1.7e-38  129.0   0.3   360   504     3   160     1   160 0.85 -
Pdum_DN71280_c0_g1_i2:161-613    -            151 153034at33208        -            510   5.5e-36  120.7   0.2   1   1   1.4e-37   5.9e-36  120.6   0.2   362   495     5   149     1   151 0.87 -
Pdum_DN77707_c1_g1_i2:1065-1538  -            158 153034at33208        -            510     2e-34  115.6   0.3   1   1   5.3e-36   2.2e-34  115.4   0.3   362   506     1   155     1   158 0.88 -
Pdum_DN78414_c2_g3_i7:942-1385   -            148 153034at33208        -            510   6.4e-33  110.6   0.3   1   1   1.7e-34   7.1e-33  110.4   0.3   368   505     1   148     1   148 0.89 -
Pdum_DN72791_c0_g3_i3:687-1130   -            148 153034at33208        -            510     1e-32  109.9   0.3   1   1   2.7e-34   1.1e-32  109.8   0.3   369   505     2   148     1   148 0.90 -
Pdum_DN68166_c1_g1_i4:0-248      -             83 153034at33208        -            510   1.7e-23   79.5   0.8   1   1   4.5e-25   1.9e-23   79.4   0.8   380   456     1    83     1    83 0.89 -
Pdum_DN89812_c3_g4_i1:6-224      -             73 153034at33208        -            510   1.4e-22   76.5   0.1   1   1   3.6e-24   1.5e-22   76.4   0.1   232   294     1    68     1    73 0.90 -
