#                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Pdum_DN82721_c0_g2_i3:2681-3112  -            144 514675at33208        -            206   1.3e-18   63.6   0.0   1   1   5.2e-20   1.6e-18   63.3   0.0    22   145    16   144     6   144 0.83 -
Pdum_DN74583_c0_g2_i2:339-722    -            128 514675at33208        -            206   1.5e-15   53.6   0.0   1   1   7.5e-17   2.3e-15   53.0   0.0    27   146     1   126     1   128 0.85 -
Pdum_DN66362_c0_g1_i2:1118-1633  -            172 514675at33208        -            206   2.8e-15   52.7   0.0   1   1   1.3e-16   3.8e-15   52.2   0.0    23   145     8   135     5   158 0.82 -
Pdum_DN68428_c4_g1_i3:354-770    -            139 514675at33208        -            206     6e-15   51.6   0.0   1   1   2.8e-16   8.5e-15   51.1   0.0    23   137     7   126     1   138 0.81 -
Pdum_DN69866_c0_g3_i1:273-710    -            146 514675at33208        -            206   6.1e-15   51.6   0.0   1   1     4e-16   1.2e-14   50.6   0.0    18   146     8   141     1   144 0.80 -
Pdum_DN78305_c0_g1_i3:851-1282   -            144 514675at33208        -            206   1.1e-13   47.5   0.2   1   1   1.1e-14   3.2e-13   45.9   0.2    21   148     5   141     2   144 0.78 -
Pdum_DN74929_c0_g1_i3:957-1325   -            123 514675at33208        -            206   1.2e-13   47.4   0.0   1   1   5.7e-15   1.7e-13   46.9   0.0    27   141     3   122     1   123 0.84 -
Pdum_DN77583_c0_g1_i3:1675-2079  -            135 514675at33208        -            206   3.1e-13   46.0   0.0   1   1   1.9e-14   5.8e-13   45.1   0.0    27   144     2   124     1   135 0.81 -
Pdum_DN65646_c0_g1_i1:246-623    -            126 514675at33208        -            206   4.9e-13   45.3   0.0   1   1   2.5e-14   7.5e-13   44.7   0.0    27   143     2   123     1   126 0.86 -
Pdum_DN69068_c0_g1_i5:774-1169   -            132 514675at33208        -            206   5.3e-13   45.2   0.0   1   1   3.5e-14     1e-12   44.3   0.0    27   140     1   120     1   131 0.77 -
Pdum_DN89159_c2_g1_i1:4615-5022  -            136 514675at33208        -            206   2.2e-12   43.2   0.1   1   1   4.5e-13   1.4e-11   40.6   0.1    56   145    43   128     1   131 0.75 -
