#                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Pdum_DN85632_c0_g1_i3:0-812      -            271 245567at33208        -            417   1.3e-82  274.5  11.2   1   1     3e-84   1.9e-82  273.9  11.2     1   175    74   270    74   271 0.88 -
Pdum_DN85632_c0_g3_i1:45-641     -            199 245567at33208        -            417   4.8e-52  173.8   9.7   1   2   1.7e-24   1.1e-22   77.1   1.2   292   361    32   108     2   113 0.88 -
Pdum_DN85632_c0_g3_i1:45-641     -            199 245567at33208        -            417   4.8e-52  173.8   9.7   2   2   2.6e-32   1.7e-30  102.9   3.4   323   417   104   198   104   198 0.91 -
Pdum_DN82242_c0_g3_i6:2256-2459  -             68 245567at33208        -            417   1.7e-13   46.8   0.5   1   1   2.8e-15   1.7e-13   46.8   0.5    11    71     3    62     1    68 0.84 -
Pdum_DN86086_c0_g2_i4:3091-3270  -             60 245567at33208        -            417   9.3e-13   44.4   0.1   1   1   1.6e-14     1e-12   44.2   0.1    13    70     3    57     1    59 0.91 -
Pdum_DN74247_c0_g6_i1:1593-1787  -             65 245567at33208        -            417   4.8e-12   42.1   0.4   1   1   7.7e-14   4.9e-12   42.0   0.4    10    74     2    64     1    65 0.85 -
Pdum_DN37196_c0_g1_i1:884-1075   -             64 245567at33208        -            417   9.9e-12   41.0   0.5   1   1   1.6e-13     1e-11   41.0   0.5    13    71     1    57     1    64 0.84 -
Pdum_DN68470_c3_g1_i1:771-989    -             73 245567at33208        -            417   3.4e-11   39.2   0.1   1   1     6e-13   3.8e-11   39.1   0.1     7    68     8    66     4    72 0.91 -
Pdum_DN78317_c0_g1_i2:1804-2004  -             67 245567at33208        -            417   5.4e-11   38.6   0.4   1   1   9.2e-13   5.9e-11   38.5   0.4    15    69     1    54     1    64 0.85 -
Pdum_DN89703_c4_g1_i7:435-1156   -             82 245567at33208        -            417   1.1e-10   37.6   1.0   1   1   1.9e-12   1.2e-10   37.4   1.0    13    75     1    64     1    72 0.84 -
