#                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Pdum_DN80620_c1_g2_i1:1-663      -            221 422158at33208        -            281   2.3e-84  279.2  16.3   1   1   3.6e-85   2.9e-83  275.6  16.3     1   188     1   221     1   221 0.90 -
Pdum_DN80620_c1_g1_i2:1918-2214  -             99 422158at33208        -            281   2.5e-55  183.9   0.1   1   1   3.4e-57   2.7e-55  183.8   0.1   184   281     1    99     1    99 0.99 -
Pdum_DN90382_c1_g1_i4:2778-3275  -            166 422158at33208        -            281   1.9e-22   76.0  16.4   1   2   7.8e-19   6.3e-17   57.9   7.7     3   101     4   107     1   112 0.88 -
Pdum_DN90382_c1_g1_i4:2778-3275  -            166 422158at33208        -            281   1.9e-22   76.0  16.4   2   2   3.4e-08   2.7e-06   23.1   2.4    82   131   116   164   108   166 0.77 -
Pdum_DN71580_c0_g1_i2:953-1255   -            101 422158at33208        -            281   1.7e-17   59.8   5.6   1   1   2.4e-19   1.9e-17   59.6   5.6    11   103     4   101     2   101 0.91 -
Pdum_DN86171_c1_g1_i1:20-343     -            108 422158at33208        -            281   5.3e-14   48.3   7.7   1   1     7e-16   5.6e-14   48.3   7.7     8   102     1    99     1   108 0.82 -
Pdum_DN88222_c1_g2_i3:964-1185   -             74 422158at33208        -            281   1.8e-10   36.7   3.8   1   1   2.4e-12   1.9e-10   36.7   3.8    13    76     2    64     1    73 0.85 -
Pdum_DN89082_c3_g2_i2:683-1165   -            161 422158at33208        -            281     2e-10   36.6   8.4   1   1   3.2e-12   2.6e-10   36.2   8.4     7   118     5   120     1   154 0.81 -
Pdum_DN77382_c1_g2_i2:2048-2641  -            198 422158at33208        -            281   2.6e-08   29.7   4.1   1   1   6.1e-10   4.9e-08   28.8   4.1    16    55     6    45     1    87 0.83 -
Pdum_DN89838_c3_g2_i15:1908-2534 -            209 422158at33208        -            281   1.4e-07   27.3   8.1   1   2   1.7e-09   1.4e-07   27.3   8.1    15    86     2    70     1   108 0.77 -
Pdum_DN89838_c3_g2_i15:1908-2534 -            209 422158at33208        -            281   1.4e-07   27.3   8.1   2   2     0.087         7    2.0   2.8    83   122   110   147   103   207 0.70 -
Pdum_DN90607_c2_g2_i7:977-3040   -            688 422158at33208        -            281   3.2e-06   22.8   1.7   1   1   7.3e-08   5.9e-06   21.9   1.7    10    63     7    66     2    77 0.82 -
Pdum_DN84258_c0_g2_i1:1966-2466  -            167 422158at33208        -            281   2.3e-05   20.0  11.0   1   1   3.8e-07   3.1e-05   19.6  11.0    12   117     1   117     1   143 0.74 -
Pdum_DN73123_c2_g1_i4:781-948    -             56 422158at33208        -            281   6.8e-05   18.5   1.6   1   1   8.8e-07   7.1e-05   18.4   1.6    18    60     3    51     1    54 0.69 -
Pdum_DN66569_c2_g1_i3:736-993    -             86 422158at33208        -            281   0.00012   17.6   0.9   1   1   1.5e-06   0.00012   17.6   0.9    14    77     1    71     1    86 0.73 -
Pdum_DN89339_c2_g1_i4:2590-3084  -            165 422158at33208        -            281   0.00022   16.8   1.9   1   1   3.7e-06    0.0003   16.3   1.9    18    60     1    42     1    45 0.87 -
Pdum_DN88786_c1_g1_i5:1196-1669  -            158 422158at33208        -            281   0.00033   16.2   1.2   1   2   4.1e-06   0.00033   16.2   1.2    12    51     2    40     1    78 0.87 -
Pdum_DN88786_c1_g1_i5:1196-1669  -            158 422158at33208        -            281   0.00033   16.2   1.2   2   2      0.59        47   -0.7   2.0    16    45    95   127    80   144 0.61 -
Pdum_DN79934_c1_g1_i1:181-327    -             49 422158at33208        -            281   0.00051   15.6   4.1   1   1   6.4e-06   0.00051   15.6   4.1    28    58    17    47     1    49 0.70 -
Pdum_DN66504_c0_g1_i1:893-1309   -            139 422158at33208        -            281   0.00055   15.5   0.5   1   1   8.4e-06   0.00067   15.2   0.5    32    64     2    37     1    44 0.80 -
Pdum_DN82661_c0_g1_i10:1496-1765 -             90 422158at33208        -            281   0.00059   15.4   1.3   1   1   7.6e-06   0.00061   15.3   1.3    17    71     4    65     1    82 0.73 -
