#                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                   accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#           ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Pdum_DN70777_c0_g1_i1:2-832     -            277 598944at33208        -            225   9.7e-61  203.2  21.5   1   1   2.3e-62   1.3e-59  199.5  21.5     2   215     2   274     1   277 0.91 -
Pdum_DN83370_c3_g1_i7:1654-2256 -            201 598944at33208        -            225   1.5e-06   25.9   5.7   1   1   5.2e-09     3e-06   25.0   5.7    29   109    77   165    53   185 0.60 -
Pdum_DN78317_c0_g1_i2:475-2034  -            520 598944at33208        -            225   0.00026   18.6  18.2   1   3       2.5   1.4e+03   -3.4   9.9    10    92   184   273   176   303 0.50 -
Pdum_DN78317_c0_g1_i2:475-2034  -            520 598944at33208        -            225   0.00026   18.6  18.2   2   3   4.5e-07   0.00026   18.6  18.2    22   124   293   397   281   480 0.77 -
Pdum_DN78317_c0_g1_i2:475-2034  -            520 598944at33208        -            225   0.00026   18.6  18.2   3   3       1.4   8.1e+02   -2.6   0.0    38    62   490   514   481   518 0.80 -
Pdum_DN70372_c0_g2_i4:88-1356   -            423 598944at33208        -            225    0.0056   14.3   8.1   1   2      0.36   2.1e+02   -0.7   0.0    38    67     5    34     2    63 0.80 -
Pdum_DN70372_c0_g2_i4:88-1356   -            423 598944at33208        -            225    0.0056   14.3   8.1   2   2   6.8e-06    0.0039   14.8   5.1    32   102    78   159    70   193 0.63 -
Pdum_DN81617_c1_g6_i1:1249-2031 -            261 598944at33208        -            225      0.24    9.0   4.2   1   3   0.00085      0.49    7.9   0.1    16    76    37    97    34   123 0.75 -
Pdum_DN81617_c1_g6_i1:1249-2031 -            261 598944at33208        -            225      0.24    9.0   4.2   2   3      0.36   2.1e+02   -0.6   0.0    36    58   176   198   155   230 0.78 -
Pdum_DN81617_c1_g6_i1:1249-2031 -            261 598944at33208        -            225      0.24    9.0   4.2   3   3      0.14        79    0.7   0.2    37    58   237   258   229   261 0.84 -
Pdum_DN79976_c1_g4_i1:455-1126  -            224 598944at33208        -            225       1.7    6.2   9.4   1   4     0.028        16    3.0   0.1    36    63    16    43     7    46 0.84 -
Pdum_DN79976_c1_g4_i1:455-1126  -            224 598944at33208        -            225       1.7    6.2   9.4   2   4   0.00019      0.11   10.1   1.7    26    82    34    91    26   118 0.78 -
Pdum_DN79976_c1_g4_i1:455-1126  -            224 598944at33208        -            225       1.7    6.2   9.4   3   4      0.92   5.3e+02   -2.0   0.1    34    47   114   127    93   137 0.64 -
Pdum_DN79976_c1_g4_i1:455-1126  -            224 598944at33208        -            225       1.7    6.2   9.4   4   4       1.1   6.4e+02   -2.3   0.1    38    58   178   198   150   214 0.68 -
Pdum_DN92090_c1_g1_i2:6064-7329 -            422 598944at33208        -            225       5.9    4.4  12.2   1   4       2.7   1.5e+03   -3.5   0.1    86   101    28    43    17    57 0.50 -
Pdum_DN92090_c1_g1_i2:6064-7329 -            422 598944at33208        -            225       5.9    4.4  12.2   2   4      0.28   1.6e+02   -0.3   1.8    38    70   105   137    91   185 0.53 -
Pdum_DN92090_c1_g1_i2:6064-7329 -            422 598944at33208        -            225       5.9    4.4  12.2   3   4    0.0026       1.5    6.4   0.1    20    84   173   236   164   259 0.79 -
Pdum_DN92090_c1_g1_i2:6064-7329 -            422 598944at33208        -            225       5.9    4.4  12.2   4   4     0.013       7.5    4.0   0.2    36    77   270   313   258   353 0.68 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /mnt/f/phylo/WORMS/busco_analysis/busco_downloads/lineages/metazoa_odb10/hmms/598944at33208.hmm
# Target file:     /mnt/f/phylo/WORMS/busco_analysis/metazoa_lineage_result/run_metazoa_odb10/metaeuk_output/initial_results/Platynereis_ref.eggnog_filter.nucl.fasta.modified.fas
# Option settings: hmmsearch --domtblout /mnt/f/phylo/WORMS/busco_analysis/metazoa_lineage_result/run_metazoa_odb10/hmmer_output/initial_run_results/598944at33208.out --cpu 1 /mnt/f/phylo/WORMS/busco_analysis/busco_downloads/lineages/metazoa_odb10/hmms/598944at33208.hmm /mnt/f/phylo/WORMS/busco_analysis/metazoa_lineage_result/run_metazoa_odb10/metaeuk_output/initial_results/Platynereis_ref.eggnog_filter.nucl.fasta.modified.fas 
# Current dir:     /mnt/f/phylo/WORMS/busco_analysis
# Date:            Sun Mar 12 20:42:53 2023
# [ok]
