#                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Pdum_DN71365_c0_g1_i2:1329-2546   -            406 589773at33208        -             56   1.3e-15   55.0   0.0   1   1   1.2e-17   9.3e-15   52.2   0.0     1    56   236   305   236   305 0.93 -
Pdum_DN70264_c0_g1_i1:1118-1351   -             78 589773at33208        -             56   1.6e-13   48.3   0.1   1   2   4.7e-05     0.038   11.9   0.0     3    22     1    20     1    40 0.81 -
Pdum_DN70264_c0_g1_i1:1118-1351   -             78 589773at33208        -             56   1.6e-13   48.3   0.1   2   2   2.7e-12   2.1e-09   35.1   0.0    25    55    40    73    35    74 0.90 -
Pdum_DN83455_c0_g1_i1:2407-2658   -             84 589773at33208        -             56    0.0088   13.9   0.1   1   2   0.00099      0.79    7.6   0.0     3    24    12    33    10    44 0.86 -
Pdum_DN83455_c0_g1_i1:2407-2658   -             84 589773at33208        -             56    0.0088   13.9   0.1   2   2     0.012        10    4.1   0.4    25    45    48    68    40    80 0.79 -
Pdum_DN86532_c0_g1_i6:1599-1826   -             76 589773at33208        -             56      0.01   13.7   0.0   1   2      0.72   5.8e+02   -1.5   0.0     5    16     2    13     1    17 0.78 -
Pdum_DN86532_c0_g1_i6:1599-1826   -             76 589773at33208        -             56      0.01   13.7   0.0   2   2   3.6e-05     0.029   12.2   0.0    26    54    41    72    36    73 0.80 -
Pdum_DN92901_c6_g1_i1:16066-16320 -             85 589773at33208        -             56     0.019   12.8   0.0   1   2   0.00042      0.33    8.8   0.0     4    26    12    34     9    39 0.87 -
Pdum_DN92901_c6_g1_i1:16066-16320 -             85 589773at33208        -             56     0.019   12.8   0.0   2   2     0.055        44    2.0   0.0    27    43    51    67    45    75 0.74 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /mnt/f/phylo/WORMS/busco_analysis/busco_downloads/lineages/metazoa_odb10/hmms/589773at33208.hmm
# Target file:     /mnt/f/phylo/WORMS/busco_analysis/metazoa_lineage_result/run_metazoa_odb10/metaeuk_output/initial_results/Platynereis_ref.eggnog_filter.nucl.fasta.modified.fas
# Option settings: hmmsearch --domtblout /mnt/f/phylo/WORMS/busco_analysis/metazoa_lineage_result/run_metazoa_odb10/hmmer_output/initial_run_results/589773at33208.out --cpu 1 /mnt/f/phylo/WORMS/busco_analysis/busco_downloads/lineages/metazoa_odb10/hmms/589773at33208.hmm /mnt/f/phylo/WORMS/busco_analysis/metazoa_lineage_result/run_metazoa_odb10/metaeuk_output/initial_results/Platynereis_ref.eggnog_filter.nucl.fasta.modified.fas 
# Current dir:     /mnt/f/phylo/WORMS/busco_analysis
# Date:            Sun Mar 12 20:42:52 2023
# [ok]
