#                                                                                      --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                  accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#          ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Pdum_DN84734_c0_g1_i1:981-1670 -            230 502407at33208        -            173   4.3e-78  259.0   1.8   1   2   5.7e-11   3.2e-08   31.5   0.0     1    36     1    44     1    52 0.94 -
Pdum_DN84734_c0_g1_i1:981-1670 -            230 502407at33208        -            173   4.3e-78  259.0   1.8   2   2   8.7e-71     5e-68  226.2   0.6    36   173    68   221    46   221 0.90 -
Pdum_DN73939_c0_g2_i3:129-911  -            261 502407at33208        -            173   1.1e-07   29.8   0.0   1   1   3.3e-10   1.9e-07   29.0   0.0    36   143    91   202    79   214 0.86 -
Pdum_DN69064_c1_g1_i6:647-1195 -            183 502407at33208        -            173   1.1e-05   23.3   0.1   1   1   2.7e-08   1.6e-05   22.8   0.1    37   125    25   115    14   131 0.83 -
Pdum_DN75970_c1_g1_i7:308-781  -            158 502407at33208        -            173    0.0038   15.0   0.2   1   1   8.2e-06    0.0047   14.7   0.2    31   124    52   147    22   156 0.69 -
Pdum_DN68741_c0_g1_i1:265-993  -            243 502407at33208        -            173    0.0038   15.0   0.1   1   2      0.14        80    1.0   0.0    70    93    12    35     3    60 0.86 -
Pdum_DN68741_c0_g1_i1:265-993  -            243 502407at33208        -            173    0.0038   15.0   0.1   2   2   6.2e-05     0.035   11.9   0.0    67   140   117   191    82   196 0.73 -
Pdum_DN69562_c0_g1_i1:293-1072 -            260 502407at33208        -            173     0.016   13.0   0.4   1   2       4.5   2.6e+03   -4.0   0.2     3    18     9    24     8    26 0.83 -
Pdum_DN69562_c0_g1_i1:293-1072 -            260 502407at33208        -            173     0.016   13.0   0.4   2   2   3.8e-05     0.022   12.6   0.0    58   122   106   172    58   211 0.72 -
Pdum_DN86074_c1_g1_i5:69-557   -            163 502407at33208        -            173     0.018   12.8   0.0   1   1   3.8e-05     0.022   12.5   0.0    58   124    36   104     5   130 0.73 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /mnt/f/phylo/WORMS/busco_analysis/busco_downloads/lineages/metazoa_odb10/hmms/502407at33208.hmm
# Target file:     /mnt/f/phylo/WORMS/busco_analysis/metazoa_lineage_result/run_metazoa_odb10/metaeuk_output/initial_results/Platynereis_ref.eggnog_filter.nucl.fasta.modified.fas
# Option settings: hmmsearch --domtblout /mnt/f/phylo/WORMS/busco_analysis/metazoa_lineage_result/run_metazoa_odb10/hmmer_output/initial_run_results/502407at33208.out --cpu 1 /mnt/f/phylo/WORMS/busco_analysis/busco_downloads/lineages/metazoa_odb10/hmms/502407at33208.hmm /mnt/f/phylo/WORMS/busco_analysis/metazoa_lineage_result/run_metazoa_odb10/metaeuk_output/initial_results/Platynereis_ref.eggnog_filter.nucl.fasta.modified.fas 
# Current dir:     /mnt/f/phylo/WORMS/busco_analysis
# Date:            Sun Mar 12 20:42:36 2023
# [ok]
