#                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                   accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#           ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Pdum_DN90789_c3_g1_i5:575-2887  -            771 205220at33208        -            645         0 1060.9   9.7   1   1         0         0 1052.9   9.7     1   645    20   752    20   752 0.91 -
Pdum_DN75712_c1_g1_i6:541-1626  -            362 205220at33208        -            645   1.7e-44  149.9   7.1   1   4   1.1e-09   1.2e-07   28.2   0.2   230   304     4    88     2    92 0.82 -
Pdum_DN75712_c1_g1_i6:541-1626  -            362 205220at33208        -            645   1.7e-44  149.9   7.1   2   4   5.2e-17   5.4e-15   52.5   0.0   225   303    61   138    52   143 0.91 -
Pdum_DN75712_c1_g1_i6:541-1626  -            362 205220at33208        -            645   1.7e-44  149.9   7.1   3   4   7.3e-19   7.5e-17   58.6   0.1   199   319    92   209    88   218 0.83 -
Pdum_DN75712_c1_g1_i6:541-1626  -            362 205220at33208        -            645   1.7e-44  149.9   7.1   4   4   1.5e-11   1.6e-09   34.4   0.0   200   307   204   305   196   315 0.84 -
Pdum_DN89968_c2_g1_i5:3055-4149 -            365 205220at33208        -            645   2.5e-41  139.5  15.2   1   4   1.4e-08   1.5e-06   24.6   0.1   224   269    34    79    20    88 0.88 -
Pdum_DN89968_c2_g1_i5:3055-4149 -            365 205220at33208        -            645   2.5e-41  139.5  15.2   2   4   1.9e-14     2e-12   44.0   0.1   227   316    87   178    80   180 0.85 -
Pdum_DN89968_c2_g1_i5:3055-4149 -            365 205220at33208        -            645   2.5e-41  139.5  15.2   3   4   5.7e-16   5.9e-14   49.0   0.8   207   312   125   226   120   230 0.84 -
Pdum_DN89968_c2_g1_i5:3055-4149 -            365 205220at33208        -            645   2.5e-41  139.5  15.2   4   4   8.4e-17   8.6e-15   51.8   1.4   106   243   171   312   168   324 0.88 -
Pdum_DN90057_c3_g1_i8:1208-1921 -            238 205220at33208        -            645   6.6e-37  124.8   2.9   1   4   4.9e-15     5e-13   45.9   0.1   227   301    18    93     1   101 0.82 -
Pdum_DN90057_c3_g1_i8:1208-1921 -            238 205220at33208        -            645   6.6e-37  124.8   2.9   2   4     0.073       7.5    2.4   0.0   250   274    97   121    93   124 0.85 -
Pdum_DN90057_c3_g1_i8:1208-1921 -            238 205220at33208        -            645   6.6e-37  124.8   2.9   3   4   3.2e-21   3.3e-19   66.4   0.1   204   304   107   199   101   212 0.86 -
Pdum_DN90057_c3_g1_i8:1208-1921 -            238 205220at33208        -            645   6.6e-37  124.8   2.9   4   4   8.6e-09   8.9e-07   25.3   0.0    29    78   177   230   175   237 0.74 -
Pdum_DN91730_c7_g1_i1:1080-2024 -            315 205220at33208        -            645   8.5e-25   84.8   1.4   1   3   1.4e-13   1.5e-11   41.1   0.0   231   317     1    90     1    97 0.87 -
