#                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Pdum_DN87033_c1_g2_i1:868-1914    -            349 445031at33208        -            313   5.4e-92  306.2   8.6   1   1   3.3e-93   4.8e-91  303.1   8.6     4   309     1   348     1   349 0.86 -
Pdum_DN76148_c2_g1_i2:198-941     -            248 445031at33208        -            313   2.6e-46  156.1  19.4   1   3   1.6e-23   2.4e-21   74.1   2.3     8    84     5    80     1    83 0.91 -
Pdum_DN76148_c2_g1_i2:198-941     -            248 445031at33208        -            313   2.6e-46  156.1  19.4   2   3   1.8e-12   2.7e-10   37.8   1.2    10    66    80   136    76   144 0.91 -
Pdum_DN76148_c2_g1_i2:198-941     -            248 445031at33208        -            313   2.6e-46  156.1  19.4   3   3   5.2e-18   7.7e-16   56.0   2.1     9    65   149   205   141   211 0.93 -
Pdum_DN82413_c0_g2_i5:2-679       -            226 445031at33208        -            313   1.5e-43  147.0  19.9   1   3   2.7e-19     4e-17   60.3   0.4     3    67     4    67     3    78 0.85 -
Pdum_DN82413_c0_g2_i5:2-679       -            226 445031at33208        -            313   1.5e-43  147.0  19.9   2   3   6.2e-18   9.2e-16   55.8   4.2     4    66    74   136    71   148 0.90 -
Pdum_DN82413_c0_g2_i5:2-679       -            226 445031at33208        -            313   1.5e-43  147.0  19.9   3   3   4.9e-14   7.2e-12   43.0   1.1     3    66   144   208   142   217 0.87 -
Pdum_DN82242_c0_g3_i6:2268-2444   -             59 445031at33208        -            313   1.1e-21   75.3   0.9   1   1   7.7e-24   1.1e-21   75.2   0.9   247   305     2    59     1    59 0.97 -
Pdum_DN86086_c0_g2_i4:3070-3273   -             68 445031at33208        -            313   1.8e-20   71.2   0.7   1   1   1.3e-22     2e-20   71.1   0.7   243   309     2    65     1    67 0.93 -
Pdum_DN37196_c0_g1_i1:140-1081    -            314 445031at33208        -            313   2.1e-17   61.2   0.4   1   1     2e-19     3e-17   60.7   0.4   244   306     2    62     1    67 0.91 -
Pdum_DN79997_c2_g4_i1:59-400      -            114 445031at33208        -            313   4.4e-17   60.1   0.8   1   1     4e-19   5.9e-17   59.7   0.8   245   308     2    66     1    69 0.94 -
Pdum_DN87081_c0_g1_i7:992-2014    -            341 445031at33208        -            313   1.8e-16   58.1   1.6   1   1   1.7e-18   2.6e-16   57.6   1.6   244   308     4    66     2    69 0.90 -
Pdum_DN78317_c0_g1_i2:475-2034    -            520 445031at33208        -            313     2e-16   58.0   0.2   1   1   2.9e-18   4.3e-16   56.8   0.2   246   307    10    70     4    76 0.93 -
Pdum_DN60936_c0_g2_i1:142-405     -             88 445031at33208        -            313   3.1e-16   57.3   0.0   1   1   2.4e-18   3.6e-16   57.1   0.0   244   305     3    62     1    67 0.91 -
Pdum_DN72206_c0_g1_i3:735-2661    -            355 445031at33208        -            313   4.8e-16   56.7   0.2   1   1   4.3e-18   6.5e-16   56.3   0.2   245   307     3    63     1    67 0.90 -
Pdum_DN89703_c4_g1_i7:941-1246    -            102 445031at33208        -            313   1.8e-15   54.8   0.1   1   1   1.3e-17     2e-15   54.7   0.1   244   308    30    92     5    95 0.89 -
Pdum_DN87670_c0_g1_i10:2610-3677  -            356 445031at33208        -            313   5.7e-15   53.2   0.0   1   1   5.6e-17   8.3e-15   52.6   0.0   239   306    20    85     6    91 0.89 -
Pdum_DN74247_c0_g6_i1:744-1772    -            343 445031at33208        -            313   1.9e-14   51.5   0.1   1   1   1.8e-16   2.7e-14   51.0   0.1   247   308     2    58     1    62 0.90 -
Pdum_DN79537_c2_g1_i3:697-1422    -            242 445031at33208        -            313   1.9e-12   44.9   0.7   1   2     4e-14   5.9e-12   43.2   0.1   244   307    12    75     3    80 0.92 -
Pdum_DN79537_c2_g1_i3:697-1422    -            242 445031at33208        -            313   1.9e-12   44.9   0.7   2   2      0.99   1.5e+02   -0.7   0.1   223   259   148   184   137   197 0.77 -
Pdum_DN70575_c0_g1_i3:1003-1695   -            231 445031at33208        -            313   3.9e-11   40.5   1.5   1   2   3.1e-13   4.6e-11   40.3   0.1   243   304    38    98    11   107 0.87 -
Pdum_DN70575_c0_g1_i3:1003-1695   -            231 445031at33208        -            313   3.9e-11   40.5   1.5   2   2         1   1.6e+02   -0.8   0.2   225   272   131   191    98   193 0.55 -
Pdum_DN78238_c0_g1_i4:3859-4062   -             68 445031at33208        -            313   4.4e-11   40.4   0.1   1   1   3.1e-13   4.6e-11   40.3   0.1   247   307    11    65     4    68 0.89 -
