#                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Pdum_DN88220_c1_g1_i10:1717-2622 -            302 465401at33208        -            212   1.3e-80  267.8   3.6   1   2       3.8   6.9e+02   -2.5   0.0     2    26    40    66    39    72 0.75 -
Pdum_DN88220_c1_g1_i10:1717-2622 -            302 465401at33208        -            212   1.3e-80  267.8   3.6   2   2   2.6e-82   4.7e-80  266.0   4.0    24   211    92   299    82   300 0.89 -
Pdum_DN61092_c0_g1_i2:1-633      -            211 465401at33208        -            212   9.1e-46  153.9   0.7   1   2       1.8   3.4e+02   -1.5   0.0     2    26    40    66    39    81 0.77 -
Pdum_DN61092_c0_g1_i2:1-633      -            211 465401at33208        -            212   9.1e-46  153.9   0.7   2   2   9.9e-48   1.8e-45  153.0   0.6    24   137    92   211    69   211 0.92 -
Pdum_DN75111_c0_g2_i2:327-845    -            173 465401at33208        -            212   4.8e-33  112.4   0.7   1   1   2.9e-35   5.3e-33  112.2   0.7    31   174    11   157     3   173 0.87 -
Pdum_DN78844_c0_g1_i1:162-842    -            227 465401at33208        -            212   5.7e-20   69.6   0.3   1   1   3.9e-22     7e-20   69.3   0.3     3   166    21   196    19   225 0.77 -
Pdum_DN84341_c6_g2_i3:822-1616   -            265 465401at33208        -            212     6e-15   53.2   0.3   1   1   5.3e-17   9.7e-15   52.6   0.3     9   190    45   239    35   254 0.78 -
Pdum_DN78332_c0_g1_i4:292-1062   -            257 465401at33208        -            212   9.6e-14   49.3   0.1   1   1   7.6e-16   1.4e-13   48.8   0.1    12   146    53   195    44   205 0.76 -
Pdum_DN67666_c1_g2_i3:410-1042   -            211 465401at33208        -            212   3.5e-11   40.9   0.0   1   1     3e-13   5.4e-11   40.3   0.0    16   164    52   211    40   211 0.71 -
Pdum_DN88775_c1_g1_i3:2479-3237  -            253 465401at33208        -            212   3.5e-11   40.9   1.5   1   1   3.5e-13   6.4e-11   40.1   1.5    19   138    54   185    36   217 0.76 -
Pdum_DN67666_c1_g1_i3:896-1522   -            209 465401at33208        -            212   4.7e-10   37.2   0.1   1   1   4.8e-12   8.8e-10   36.4   0.1    24   164    58   209    39   209 0.71 -
Pdum_DN82418_c1_g2_i4:615-1160   -            182 465401at33208        -            212   2.8e-09   34.7   0.0   1   1   1.8e-11   3.2e-09   34.5   0.0    27   123    79   180    53   182 0.85 -
Pdum_DN88176_c0_g1_i6:696-1487   -            264 465401at33208        -            212   4.9e-09   33.9   3.3   1   2       4.7   8.5e+02   -2.8   0.0     1    19    10    30    10    32 0.72 -
Pdum_DN88176_c0_g1_i6:696-1487   -            264 465401at33208        -            212   4.9e-09   33.9   3.3   2   2   1.7e-10   3.1e-08   31.3   3.0    19    92    60   133    43   222 0.66 -
Pdum_DN69575_c0_g1_i2:598-1326   -            243 465401at33208        -            212   6.5e-09   33.5   0.1   1   1   4.8e-11   8.7e-09   33.1   0.1    27   150    57   190    34   230 0.83 -
Pdum_DN73987_c1_g2_i6:316-912    -            199 465401at33208        -            212   7.4e-09   33.3   2.2   1   2       4.8   8.8e+02   -2.9   0.0     1    19     1    21     1    31 0.67 -
Pdum_DN73987_c1_g2_i6:316-912    -            199 465401at33208        -            212   7.4e-09   33.3   2.2   2   2   4.7e-11   8.6e-09   33.1   1.4    16   148    47   191    36   198 0.74 -
Pdum_DN73285_c1_g1_i6:1025-1630  -            202 465401at33208        -            212   3.5e-08   31.1   0.0   1   1   2.8e-10     5e-08   30.6   0.0    24   156    55   202    44   202 0.70 -
Pdum_DN81103_c0_g1_i4:394-915    -            174 465401at33208        -            212   7.2e-08   30.1   3.3   1   1   6.7e-10   1.2e-07   29.4   3.3    25    86    39   101    17   174 0.61 -
Pdum_DN69019_c9_g1_i1:1909-2628  -            240 465401at33208        -            212   1.9e-06   25.4   0.8   1   1   2.8e-08     5e-06   24.1   0.8    36   155    78   210    55   222 0.75 -
Pdum_DN32417_c0_g1_i1:762-1415   -            218 465401at33208        -            212   3.8e-06   24.5   1.5   1   1     2e-07   3.6e-05   21.3   1.5    18    79    53   118    34   210 0.79 -
Pdum_DN87780_c4_g2_i4:408-827    -            140 465401at33208        -            212   1.5e-05   22.5   0.0   1   2   7.2e-06    0.0013   16.2   0.0    39    80     2    46     1    49 0.85 -
Pdum_DN87780_c4_g2_i4:408-827    -            140 465401at33208        -            212   1.5e-05   22.5   0.0   2   2     0.024       4.3    4.7   0.0   109   146    88   125    73   140 0.76 -
Pdum_DN76142_c1_g1_i4:475-1215   -            247 465401at33208        -            212   1.7e-05   22.3   0.6   1   2   4.3e-05    0.0078   13.6   0.5    41    80    65   108    12   129 0.80 -
Pdum_DN76142_c1_g1_i4:475-1215   -            247 465401at33208        -            212   1.7e-05   22.3   0.6   2   2    0.0054      0.98    6.8   0.0   116   156   133   175   117   191 0.76 -
Pdum_DN66230_c0_g1_i1:240-773    -            178 465401at33208        -            212   0.00016   19.2   0.1   1   2   1.2e-05    0.0022   15.5   0.0    25    75    22    74     7    84 0.86 -
