#                                                                                      --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                  accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#          ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Pdum_DN87971_c3_g1_i7:179-1462 -            428 169864at33208        -            601  4.6e-147  488.9   1.3   1   1  6.8e-150  5.5e-147  488.6   1.3   214   591     1   396     1   405 0.92 -
Pdum_DN63722_c0_g1_i2:0-404    -            135 169864at33208        -            601   2.9e-53  179.1   0.0   1   1     4e-56   3.2e-53  178.9   0.0   405   532     1   135     1   135 0.95 -
Pdum_DN87971_c3_g3_i5:5-604    -            200 169864at33208        -            601   3.8e-32  109.3   7.6   1   2     0.011       8.9    2.4   0.0    64    91     1    27     1    39 0.60 -
Pdum_DN87971_c3_g3_i5:5-604    -            200 169864at33208        -            601   3.8e-32  109.3   7.6   2   2   1.1e-33   8.9e-31  104.8   8.3    82   194    45   168    18   181 0.86 -
Pdum_DN78805_c4_g1_i2:14-2497  -            828 169864at33208        -            601   7.5e-14   48.9  19.7   1   4   0.00099      0.79    5.9   0.4   161   215   142   197    41   210 0.81 -
Pdum_DN78805_c4_g1_i2:14-2497  -            828 169864at33208        -            601   7.5e-14   48.9  19.7   2   4   1.1e-09   9.1e-07   25.5   0.8   344   481   281   417   270   473 0.75 -
Pdum_DN78805_c4_g1_i2:14-2497  -            828 169864at33208        -            601   7.5e-14   48.9  19.7   3   4   9.1e-10   7.3e-07   25.8   0.0   511   558   498   545   491   561 0.88 -
Pdum_DN78805_c4_g1_i2:14-2497  -            828 169864at33208        -            601   7.5e-14   48.9  19.7   4   4      0.11        87   -0.8   5.4    14    56   672   711   663   720 0.57 -
Pdum_DN72966_c0_g1_i5:84-1595  -            504 169864at33208        -            601     1e-13   48.5   0.1   1   2      0.22   1.8e+02   -1.9   0.0   381   416    19    54    17    56 0.80 -
Pdum_DN72966_c0_g1_i5:84-1595  -            504 169864at33208        -            601     1e-13   48.5   0.1   2   2   3.5e-16   2.8e-13   47.0   0.0   459   576   346   470   299   489 0.73 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /mnt/f/phylo/WORMS/busco_analysis/busco_downloads/lineages/metazoa_odb10/hmms/169864at33208.hmm
# Target file:     /mnt/f/phylo/WORMS/busco_analysis/metazoa_lineage_result/run_metazoa_odb10/metaeuk_output/initial_results/Platynereis_ref.eggnog_filter.nucl.fasta.modified.fas
# Option settings: hmmsearch --domtblout /mnt/f/phylo/WORMS/busco_analysis/metazoa_lineage_result/run_metazoa_odb10/hmmer_output/initial_run_results/169864at33208.out --cpu 1 /mnt/f/phylo/WORMS/busco_analysis/busco_downloads/lineages/metazoa_odb10/hmms/169864at33208.hmm /mnt/f/phylo/WORMS/busco_analysis/metazoa_lineage_result/run_metazoa_odb10/metaeuk_output/initial_results/Platynereis_ref.eggnog_filter.nucl.fasta.modified.fas 
# Current dir:     /mnt/f/phylo/WORMS/busco_analysis
# Date:            Sun Mar 12 20:41:39 2023
# [ok]
