#                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Pdum_DN73667_c0_g1_i4:202-1662   -            487 470197at33208        -            328   1.3e-90  301.8   7.2   1   3      0.11       4.2    4.4   0.0    26    52    72    98    52   105 0.76 -
Pdum_DN73667_c0_g1_i4:202-1662   -            487 470197at33208        -            328   1.3e-90  301.8   7.2   2   3   4.9e-76   1.9e-74  248.7   5.8    40   263   112   361   103   377 0.87 -
Pdum_DN73667_c0_g1_i4:202-1662   -            487 470197at33208        -            328   1.3e-90  301.8   7.2   3   3   7.4e-13   2.9e-11   41.0   0.0   266   328   394   481   375   481 0.78 -
Pdum_DN80927_c0_g1_i1:489-1964   -            492 470197at33208        -            328   8.4e-24   82.2   7.7   1   5   0.00037     0.015   12.4   0.0   143   194   133   182   129   196 0.77 -
Pdum_DN80927_c0_g1_i1:489-1964   -            492 470197at33208        -            328   8.4e-24   82.2   7.7   2   5    0.0023     0.092    9.8   0.0   157   195   201   238   198   243 0.78 -
Pdum_DN80927_c0_g1_i1:489-1964   -            492 470197at33208        -            328   8.4e-24   82.2   7.7   3   5   0.00021    0.0082   13.3   0.0   158   196   243   280   228   287 0.80 -
Pdum_DN80927_c0_g1_i1:489-1964   -            492 470197at33208        -            328   8.4e-24   82.2   7.7   4   5   7.1e-07   2.8e-05   21.4   0.2   158   207   326   380   303   383 0.78 -
Pdum_DN80927_c0_g1_i1:489-1964   -            492 470197at33208        -            328   8.4e-24   82.2   7.7   5   5   3.2e-08   1.3e-06   25.8   0.1   122   215   388   480   368   489 0.76 -
Pdum_DN77965_c1_g1_i1:1646-2635  -            330 470197at33208        -            328   9.9e-21   72.1  13.4   1   6    0.0023      0.09    9.8   0.2   159   188    11    39     2    48 0.80 -
Pdum_DN77965_c1_g1_i1:1646-2635  -            330 470197at33208        -            328   9.9e-21   72.1  13.4   2   6   0.00015     0.006   13.7   0.0   153   193    50    89    45    97 0.82 -
Pdum_DN77965_c1_g1_i1:1646-2635  -            330 470197at33208        -            328   9.9e-21   72.1  13.4   3   6   5.3e-07   2.1e-05   21.8   0.4   158   198    99   138    92   147 0.83 -
Pdum_DN77965_c1_g1_i1:1646-2635  -            330 470197at33208        -            328   9.9e-21   72.1  13.4   4   6   0.00076      0.03   11.4   0.1    73   101   145   173   136   176 0.79 -
Pdum_DN77965_c1_g1_i1:1646-2635  -            330 470197at33208        -            328   9.9e-21   72.1  13.4   5   6     0.045       1.8    5.6   0.0   157   188   187   217   181   230 0.84 -
Pdum_DN77965_c1_g1_i1:1646-2635  -            330 470197at33208        -            328   9.9e-21   72.1  13.4   6   6   6.7e-05    0.0027   14.9   0.1   105   190   241   329   233   330 0.77 -
