#                                                                                      --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                  accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#          ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Pdum_DN87657_c1_g1_i1:482-2818 -            779 162821at33208        -            453  1.5e-188  625.0   7.2   1   2    0.0014       1.4    5.3   0.0    35    72   257   294   242   304 0.79 -
Pdum_DN87657_c1_g1_i1:482-2818 -            779 162821at33208        -            453  1.5e-188  625.0   7.2   2   2  1.4e-187  1.4e-184  611.9   6.0    56   453   304   769   292   769 0.87 -
Pdum_DN54755_c0_g1_i1:0-644    -            215 162821at33208        -            453   1.4e-62  209.7   1.6   1   1     6e-63     6e-60  201.0   1.6   200   367     2   215     1   215 0.82 -
Pdum_DN89509_c2_g1_i1:368-2287 -            640 162821at33208        -            453   7.5e-08   29.3   9.4   1   4    0.0034       3.4    4.1   0.0    32   149   100   229    79   246 0.70 -
Pdum_DN89509_c2_g1_i1:368-2287 -            640 162821at33208        -            453   7.5e-08   29.3   9.4   2   4   0.00014      0.14    8.6   0.1   200   287   279   363   275   380 0.85 -
Pdum_DN89509_c2_g1_i1:368-2287 -            640 162821at33208        -            453   7.5e-08   29.3   9.4   3   4   6.5e-07   0.00065   16.3   0.1   335   402   464   550   457   568 0.70 -
Pdum_DN89509_c2_g1_i1:368-2287 -            640 162821at33208        -            453   7.5e-08   29.3   9.4   4   4     0.015        15    2.0   0.4   430   453   611   634   595   634 0.86 -
Pdum_DN88584_c0_g1_i2:755-2128 -            458 162821at33208        -            453   2.7e-05   20.9   0.1   1   3     0.085        85   -0.5   0.9   257   279   141   163     3   187 0.59 -
Pdum_DN88584_c0_g1_i2:755-2128 -            458 162821at33208        -            453   2.7e-05   20.9   0.1   2   3   2.7e-08   2.7e-05   20.9   0.1   334   404   280   369   273   376 0.67 -
Pdum_DN88584_c0_g1_i2:755-2128 -            458 162821at33208        -            453   2.7e-05   20.9   0.1   3   3      0.06        60   -0.0   0.2   430   453   429   452   422   452 0.87 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /mnt/f/phylo/WORMS/busco_analysis/busco_downloads/lineages/metazoa_odb10/hmms/162821at33208.hmm
# Target file:     /mnt/f/phylo/WORMS/busco_analysis/metazoa_lineage_result/run_metazoa_odb10/metaeuk_output/initial_results/Platynereis_ref.eggnog_filter.nucl.fasta.modified.fas
# Option settings: hmmsearch --domtblout /mnt/f/phylo/WORMS/busco_analysis/metazoa_lineage_result/run_metazoa_odb10/hmmer_output/initial_run_results/162821at33208.out --cpu 1 /mnt/f/phylo/WORMS/busco_analysis/busco_downloads/lineages/metazoa_odb10/hmms/162821at33208.hmm /mnt/f/phylo/WORMS/busco_analysis/metazoa_lineage_result/run_metazoa_odb10/metaeuk_output/initial_results/Platynereis_ref.eggnog_filter.nucl.fasta.modified.fas 
# Current dir:     /mnt/f/phylo/WORMS/busco_analysis
# Date:            Sun Mar 12 20:41:37 2023
# [ok]
