#                                                                                      --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                  accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#          ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Pdum_DN74089_c1_g1_i1:88-696   -            203 622156at33208        -            128   1.4e-48  161.9   8.6   1   1   3.7e-48   3.7e-45  150.9   8.6     1   128    34   203    34   203 0.82 -
Pdum_DN86862_c0_g1_i7:242-808  -            189 622156at33208        -            128     1e-09   36.3   0.0   1   2     0.012        12    3.8   0.1     1    27     1    27     1    39 0.84 -
Pdum_DN86862_c0_g1_i7:242-808  -            189 622156at33208        -            128     1e-09   36.3   0.0   2   2   6.1e-11   6.1e-08   30.5   0.0    21   117    56   159    46   169 0.84 -
Pdum_DN75683_c0_g1_i1:694-1515 -            274 622156at33208        -            128   2.2e-08   32.0   0.0   1   2    0.0022       2.2    6.1   0.0     2    20    78    96    77   106 0.89 -
Pdum_DN75683_c0_g1_i1:694-1515 -            274 622156at33208        -            128   2.2e-08   32.0   0.0   2   2   8.3e-09   8.3e-06   23.6   0.0    60   118   165   230   151   243 0.82 -
Pdum_DN67161_c0_g2_i1:171-869  -            233 622156at33208        -            128    0.0057   14.5   0.0   1   3     0.014        14    3.5   0.0     2    18    18    34    17    49 0.86 -
Pdum_DN67161_c0_g2_i1:171-869  -            233 622156at33208        -            128    0.0057   14.5   0.0   2   3      0.77   7.7e+02   -2.1   0.0    60    87   100   126    88   130 0.70 -
Pdum_DN67161_c0_g2_i1:171-869  -            233 622156at33208        -            128    0.0057   14.5   0.0   3   3   0.00063      0.64    7.8   0.0    82   114   150   182   144   193 0.88 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /mnt/f/phylo/WORMS/busco_analysis/busco_downloads/lineages/metazoa_odb10/hmms/622156at33208.hmm
# Target file:     /mnt/f/phylo/WORMS/busco_analysis/metazoa_lineage_result/run_metazoa_odb10/metaeuk_output/initial_results/Platynereis_ref.eggnog_filter.nucl.fasta.modified.fas
# Option settings: hmmsearch --domtblout /mnt/f/phylo/WORMS/busco_analysis/metazoa_lineage_result/run_metazoa_odb10/hmmer_output/initial_run_results/622156at33208.out --cpu 1 /mnt/f/phylo/WORMS/busco_analysis/busco_downloads/lineages/metazoa_odb10/hmms/622156at33208.hmm /mnt/f/phylo/WORMS/busco_analysis/metazoa_lineage_result/run_metazoa_odb10/metaeuk_output/initial_results/Platynereis_ref.eggnog_filter.nucl.fasta.modified.fas 
# Current dir:     /mnt/f/phylo/WORMS/busco_analysis
# Date:            Sun Mar 12 20:42:55 2023
# [ok]
