#                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Pdum_DN34036_c0_g1_i1:478-1620   -            381 472352at33208        -            215   6.9e-62  206.4   5.5   1   3   4.8e-06   0.00016   18.9   0.0     1    27     9    38     9    42 0.87 -
Pdum_DN34036_c0_g1_i1:478-1620   -            381 472352at33208        -            215   6.9e-62  206.4   5.5   2   3     0.085       2.9    5.0   0.0    39    53    83    97    54   119 0.82 -
Pdum_DN34036_c0_g1_i1:478-1620   -            381 472352at33208        -            215   6.9e-62  206.4   5.5   3   3   5.5e-56   1.9e-54  182.2   1.3    61   215   140   330   133   330 0.86 -
Pdum_DN87134_c2_g1_i3:1621-2460  -            280 472352at33208        -            215   9.7e-18   62.1  13.7   1   5   4.3e-06   0.00015   19.1   0.4   104   168     6    75     2    98 0.75 -
Pdum_DN87134_c2_g1_i3:1621-2460  -            280 472352at33208        -            215   9.7e-18   62.1  13.7   2   5    0.0053      0.18    9.0   0.1   140   166    93   119    72   125 0.77 -
Pdum_DN87134_c2_g1_i3:1621-2460  -            280 472352at33208        -            215   9.7e-18   62.1  13.7   3   5   9.5e-06   0.00032   18.0   0.3   107   164    97   157    83   169 0.80 -
Pdum_DN87134_c2_g1_i3:1621-2460  -            280 472352at33208        -            215   9.7e-18   62.1  13.7   4   5     0.029      0.99    6.5   0.1   103   129   172   198   162   204 0.67 -
Pdum_DN87134_c2_g1_i3:1621-2460  -            280 472352at33208        -            215   9.7e-18   62.1  13.7   5   5   5.3e-08   1.8e-06   25.3   0.7   107   163   223   280   197   280 0.73 -
Pdum_DN78086_c1_g1_i5:2830-3705  -            292 472352at33208        -            215   1.1e-16   58.7   2.0   1   4   0.00056     0.019   12.2   0.1   104   165    12    79     3    86 0.78 -
Pdum_DN78086_c1_g1_i5:2830-3705  -            292 472352at33208        -            215   1.1e-16   58.7   2.0   2   4   7.5e-10   2.5e-08   31.4   0.0    92   168    85   166    80   174 0.84 -
Pdum_DN78086_c1_g1_i5:2830-3705  -            292 472352at33208        -            215   1.1e-16   58.7   2.0   3   4      0.49        16    2.6   0.0   133   163   174   203   167   208 0.80 -
Pdum_DN78086_c1_g1_i5:2830-3705  -            292 472352at33208        -            215   1.1e-16   58.7   2.0   4   4     0.016      0.53    7.4   0.0    95   164   214   288   207   291 0.80 -
Pdum_DN80927_c0_g1_i1:489-1964   -            492 472352at33208        -            215   4.6e-16   56.7   3.9   1   3   1.5e-06     5e-05   20.6   0.1    80   186   131   253   121   272 0.69 -
Pdum_DN80927_c0_g1_i1:489-1964   -            492 472352at33208        -            215   4.6e-16   56.7   3.9   2   3   1.1e-06   3.6e-05   21.1   0.3    65   164   289   407   281   414 0.78 -
Pdum_DN80927_c0_g1_i1:489-1964   -            492 472352at33208        -            215   4.6e-16   56.7   3.9   3   3     0.014      0.46    7.6   0.0   130   186   416   470   410   476 0.82 -
Pdum_DN82012_c2_g2_i1:484-1302   -            273 472352at33208        -            215   2.7e-15   54.2   9.1   1   5   1.3e-05   0.00043   17.5   0.3   109   164    13    71     3    78 0.78 -
Pdum_DN82012_c2_g2_i1:484-1302   -            273 472352at33208        -            215   2.7e-15   54.2   9.1   2   5   1.3e-05   0.00043   17.5   0.3   101   164    45   111    35   121 0.82 -
Pdum_DN82012_c2_g2_i1:484-1302   -            273 472352at33208        -            215   2.7e-15   54.2   9.1   3   5   0.00029    0.0097   13.1   0.3   101   164    85   151    71   163 0.74 -
Pdum_DN82012_c2_g2_i1:484-1302   -            273 472352at33208        -            215   2.7e-15   54.2   9.1   4   5   1.3e-05   0.00045   17.5   0.3    93   165   119   192   113   202 0.78 -
Pdum_DN82012_c2_g2_i1:484-1302   -            273 472352at33208        -            215   2.7e-15   54.2   9.1   5   5   3.1e-08   1.1e-06   26.1   0.3   104   186   168   261   161   270 0.72 -
Pdum_DN89224_c5_g2_i10:3220-3918 -            233 472352at33208        -            215   2.2e-14   51.2   0.2   1   3   4.3e-08   1.5e-06   25.6   0.2   131   188    85   142    78   146 0.92 -
Pdum_DN89224_c5_g2_i10:3220-3918 -            233 472352at33208        -            215   2.2e-14   51.2   0.2   2   3    0.0003      0.01   13.0   0.0   135   173   132   169   132   179 0.87 -
Pdum_DN89224_c5_g2_i10:3220-3918 -            233 472352at33208        -            215   2.2e-14   51.2   0.2   3   3   6.2e-05    0.0021   15.3   0.0   139   185   179   225   170   228 0.90 -
Pdum_DN79110_c0_g1_i7:340-1365   -            342 472352at33208        -            215   4.8e-14   50.1   2.5   1   4     0.012      0.41    7.8   0.1    94   164    47   123    38   129 0.80 -
Pdum_DN79110_c0_g1_i7:340-1365   -            342 472352at33208        -            215   4.8e-14   50.1   2.5   2   4   1.7e-06   5.9e-05   20.4   0.2    92   166    88   168    83   178 0.80 -
Pdum_DN79110_c0_g1_i7:340-1365   -            342 472352at33208        -            215   4.8e-14   50.1   2.5   3   4   6.9e-08   2.3e-06   24.9   0.0    97   168   177   253   169   277 0.82 -
Pdum_DN79110_c0_g1_i7:340-1365   -            342 472352at33208        -            215   4.8e-14   50.1   2.5   4   4       4.2   1.4e+02   -0.5   0.0   150   168   285   303   275   322 0.75 -
Pdum_DN76013_c0_g1_i3:463-1068   -            202 472352at33208        -            215     1e-13   49.0   0.4   1   3   2.5e-12   8.3e-11   39.5   0.1   109   175    15    90     9   101 0.81 -
Pdum_DN76013_c0_g1_i3:463-1068   -            202 472352at33208        -            215     1e-13   49.0   0.4   2   3     0.012       0.4    7.8   0.0   131   167    90   126    86   138 0.77 -
Pdum_DN76013_c0_g1_i3:463-1068   -            202 472352at33208        -            215     1e-13   49.0   0.4   3   3       8.8     3e+02   -1.5   0.0   133   163   149   179   146   184 0.73 -
Pdum_DN86637_c0_g1_i2:178-705    -            176 472352at33208        -            215   1.2e-13   48.8   0.4   1   2    0.0036      0.12    9.5   0.0   139   166     3    30     1    37 0.88 -
Pdum_DN86637_c0_g1_i2:178-705    -            176 472352at33208        -            215   1.2e-13   48.8   0.4   2   2   8.3e-12   2.8e-10   37.8   0.1    88   164    35   120    31   127 0.84 -
Pdum_DN91072_c6_g2_i4:11-988     -            326 472352at33208        -            215   1.3e-13   48.6   2.2   1   4   2.3e-05   0.00076   16.7   0.0   129   172    26    68    14    78 0.81 -
Pdum_DN91072_c6_g2_i4:11-988     -            326 472352at33208        -            215   1.3e-13   48.6   2.2   2   4      0.39        13    2.9   0.1   125   164   108   146    87   158 0.69 -
Pdum_DN91072_c6_g2_i4:11-988     -            326 472352at33208        -            215   1.3e-13   48.6   2.2   3   4   0.00023    0.0079   13.4   0.0    99   163   169   238   132   244 0.74 -
Pdum_DN91072_c6_g2_i4:11-988     -            326 472352at33208        -            215   1.3e-13   48.6   2.2   4   4   1.8e-05   0.00061   17.0   0.1    63   133   215   287   204   323 0.83 -
Pdum_DN74384_c0_g2_i2:99-1367    -            423 472352at33208        -            215   2.4e-13   47.8   7.7   1   5    0.0008     0.027   11.7   0.6    99   175   103   188    99   193 0.72 -
Pdum_DN74384_c0_g2_i2:99-1367    -            423 472352at33208        -            215   2.4e-13   47.8   7.7   2   5      0.32        11    3.1   0.1    94   125   190   221   183   227 0.61 -
Pdum_DN74384_c0_g2_i2:99-1367    -            423 472352at33208        -            215   2.4e-13   47.8   7.7   3   5    0.0053      0.18    9.0   0.1   132   169   260   295   255   305 0.78 -
Pdum_DN74384_c0_g2_i2:99-1367    -            423 472352at33208        -            215   2.4e-13   47.8   7.7   4   5      0.56        19    2.4   0.0   147   171   314   338   306   345 0.79 -
Pdum_DN74384_c0_g2_i2:99-1367    -            423 472352at33208        -            215   2.4e-13   47.8   7.7   5   5   1.4e-06   4.8e-05   20.7   0.0   130   175   343   388   315   419 0.86 -
Pdum_DN90586_c2_g3_i4:2166-2804  -            213 472352at33208        -            215   2.5e-13   47.7   0.1   1   3      0.25       8.5    3.5   0.0   132   164     7    39     2    49 0.80 -
Pdum_DN90586_c2_g3_i4:2166-2804  -            213 472352at33208        -            215   2.5e-13   47.7   0.1   2   3   6.9e-07   2.3e-05   21.7   0.0   103   166    57   125    42   142 0.84 -
Pdum_DN90586_c2_g3_i4:2166-2804  -            213 472352at33208        -            215   2.5e-13   47.7   0.1   3   3   3.7e-06   0.00012   19.3   0.0   109   164   147   207   129   211 0.78 -
Pdum_DN74150_c0_g1_i3:157-2955   -            933 472352at33208        -            215   7.7e-13   46.1   9.0   1   5      0.16       5.5    4.1   0.1   133   165   106   137   102   154 0.85 -
Pdum_DN74150_c0_g1_i3:157-2955   -            933 472352at33208        -            215   7.7e-13   46.1   9.0   2   5   0.00058      0.02   12.1   0.1   104   162   155   218   137   226 0.77 -
Pdum_DN74150_c0_g1_i3:157-2955   -            933 472352at33208        -            215   7.7e-13   46.1   9.0   3   5       5.5   1.9e+02   -0.9   0.0    63   100   276   314   263   343 0.80 -
Pdum_DN74150_c0_g1_i3:157-2955   -            933 472352at33208        -            215   7.7e-13   46.1   9.0   4   5   0.00037     0.012   12.8   0.2    61   164   409   516   378   530 0.77 -
Pdum_DN74150_c0_g1_i3:157-2955   -            933 472352at33208        -            215   7.7e-13   46.1   9.0   5   5     1e-05   0.00035   17.8   0.0    18   166   545   699   537   709 0.74 -
Pdum_DN77740_c0_g3_i3:100-1476   -            459 472352at33208        -            215   9.3e-13   45.9   2.2   1   4     0.073       2.4    5.3   0.1   105   164   156   220   143   232 0.62 -
Pdum_DN77740_c0_g3_i3:100-1476   -            459 472352at33208        -            215   9.3e-13   45.9   2.2   2   4   0.00069     0.023   11.9   0.1   111   166   204   264   197   265 0.72 -
Pdum_DN77740_c0_g3_i3:100-1476   -            459 472352at33208        -            215   9.3e-13   45.9   2.2   3   4   1.3e-07   4.4e-06   24.0   0.1    98   180   231   320   223   326 0.72 -
Pdum_DN77740_c0_g3_i3:100-1476   -            459 472352at33208        -            215   9.3e-13   45.9   2.2   4   4   4.6e-05    0.0016   15.7   0.1    55   141   312   400   307   432 0.77 -
Pdum_DN89838_c3_g2_i15:954-1709  -            252 472352at33208        -            215   6.4e-12   43.1   2.9   1   3    0.0019     0.065   10.4   0.0   114   169     2    60     1    67 0.74 -
Pdum_DN89838_c3_g2_i15:954-1709  -            252 472352at33208        -            215   6.4e-12   43.1   2.9   2   3   1.6e-07   5.6e-06   23.7   0.3    71   180    77   189    61   195 0.75 -
Pdum_DN89838_c3_g2_i15:954-1709  -            252 472352at33208        -            215   6.4e-12   43.1   2.9   3   3     0.013      0.43    7.7   0.0   146   181   199   234   179   240 0.78 -
Pdum_DN80129_c0_g2_i7:710-1570   -            287 472352at33208        -            215     8e-12   42.8   0.2   1   5       1.3        45    1.1   0.0   133   186     4    56     2    59 0.81 -
Pdum_DN80129_c0_g2_i7:710-1570   -            287 472352at33208        -            215     8e-12   42.8   0.2   2   5   3.7e-07   1.3e-05   22.5   0.1   106   168    55   122    52   130 0.78 -
Pdum_DN80129_c0_g2_i7:710-1570   -            287 472352at33208        -            215     8e-12   42.8   0.2   3   5     4e-08   1.3e-06   25.7   0.0    92   166    83   162    82   171 0.85 -
Pdum_DN80129_c0_g2_i7:710-1570   -            287 472352at33208        -            215     8e-12   42.8   0.2   4   5         4   1.3e+02   -0.4   0.0   148   168   187   207   176   223 0.69 -
Pdum_DN80129_c0_g2_i7:710-1570   -            287 472352at33208        -            215     8e-12   42.8   0.2   5   5      0.64        22    2.2   0.1   111   131   232   252   207   284 0.66 -
Pdum_DN75190_c1_g2_i8:1873-2820  -            316 472352at33208        -            215     8e-12   42.8   5.6   1   4   4.3e-06   0.00014   19.1   0.3   105   167    54   119    50   137 0.80 -
Pdum_DN75190_c1_g2_i8:1873-2820  -            316 472352at33208        -            215     8e-12   42.8   5.6   2   4   7.3e-05    0.0024   15.1   0.2   104   166    93   158    88   171 0.80 -
Pdum_DN75190_c1_g2_i8:1873-2820  -            316 472352at33208        -            215     8e-12   42.8   5.6   3   4   6.5e-05    0.0022   15.2   0.5    98   164   170   239   138   246 0.74 -
Pdum_DN75190_c1_g2_i8:1873-2820  -            316 472352at33208        -            215     8e-12   42.8   5.6   4   4   7.7e-07   2.6e-05   21.5   0.2    69   164   179   279   177   289 0.73 -
Pdum_DN80990_c0_g1_i2:150-1607   -            486 472352at33208        -            215     9e-12   42.6   2.1   1   3      0.12       4.2    4.5   0.0   133   165   249   281   243   290 0.89 -
