Pele_new_ref.rnaSPdes.renamed.long:
avg=976.21 
39465	1
38680	1
30425	1
28687	1
22640	1
22073	1
20500	1
20460	1
20191	1
19775	1
19753	1
19705	1
19149	1
18944	1
18689	1
18498	1
18448	1
18439	1
18203	1
18041	1
17985	1
17981	1
17975	1
17638	1
17601	1
17565	2
17564	1
17278	1
17271	1
17190	1
17187	1
17112	1
16937	1
16841	1
16658	1
16530	1
16481	1
16457	1
16454	1
16353	1
16338	1
16031	1
15997	1
15932	1
15915	1
15891	1
15856	1
15789	1
15776	1
15764	2
15748	2
15744	1
15729	1
15644	2
15600	1
15533	1
15470	1
15449	1
15420	1
15343	1
15340	1
15300	1
15273	1
15165	1
15147	1
15101	1
15097	1
15080	1
15075	1
15069	1
15049	1
14991	1
14961	1
14934	1
14927	1
14922	1
14883	1
14832	1
14816	1
14805	1
14792	1
14765	1
14753	1
14672	1
14619	1
14578	1
14503	1
14481	1
14423	1
14403	1
14328	1
14306	1
14259	1
14212	1
14137	1
14136	1
14102	1
14095	1
14089	1
14035	1
14003	1
13990	1
13950	1
13936	1
13919	1
13904	1
13894	1
13788	1
13784	1
13765	1
13735	1
13691	1
13689	1
13666	1
13663	1
13656	1
13625	1
13573	1
13569	1
13548	1
13537	1
13522	1
13478	1
13469	1
13468	2
13450	1
13438	1
13433	1
13426	1
13390	1
13361	1
13324	1
13244	1
13239	1
13203	1
13186	1
13179	2
13161	1
13135	1
13072	1
13065	1
13054	1
13047	1
13027	1
13011	1
12997	1
12983	1
12942	1
12917	1
12868	1
12844	1
12839	2
12836	1
12792	1
12779	1
12767	1
12763	1
12730	1
12724	1
12700	1
12661	1
12649	1
12639	1
12617	3
12611	1
12594	1
12579	1
12546	1
12532	1
12504	1
12484	1
12467	1
12466	2
12457	1
12445	1
12430	1
12414	1
12410	1
12406	2
12401	1
12382	2
12334	1
12328	1
12327	1
12310	1
12292	1
12252	1
12241	1
12239	1
12211	1
12206	1
12195	1
12127	1
12112	1
12110	1
12015	1
12005	1
12004	1
11987	1
11943	1
11919	1
11914	1
11895	1
11881	1
11824	1
11787	1
11783	1
11760	1
11756	1
11748	1
11745	1
11735	1
11717	1
11710	1
11709	1
11705	1
11703	1
11698	1
11688	1
11687	1
11569	1
11562	1
11561	1
11560	1
11543	1
11538	1
11530	1
11510	1
11509	1
11492	1
11482	1
11453	1
11422	1
11403	1
11393	1
11392	1
11380	1
11378	1
11374	1
11352	1
11326	1
11325	1
11324	1
11316	1
11313	1
11294	1
11270	1
11261	1
11194	1
11191	1
11190	1
11168	1
11163	1
11134	2
11108	1
11099	1
11092	1
11081	1
11059	1
11056	1
11054	1
11042	1
11041	1
11038	1
11032	1
11028	1
11027	3
11026	2
11013	1
11009	1
11000	1
10999	1
10993	1
10973	1
10971	2
10968	2
10949	1
10937	1
10912	1
10905	1
10900	1
10873	1
10871	1
10854	1
10847	1
10843	1
10834	1
10833	1
10830	1
10828	1
10819	1
10797	1
10772	1
10751	1
10749	1
10748	1
10723	1
10721	1
10717	1
10711	1
10704	1
10694	1
10681	1
10675	1
10672	1
10656	1
10651	1
10635	1
10626	1
10613	2
10610	1
10601	1
10591	1
10589	1
10587	1
10586	1
10580	1
10576	1
10569	1
10560	1
10559	1
10536	1
10531	1
10526	1
10524	1
10521	1
10502	1
10500	1
10498	1
10485	2
10482	1
10481	1
10476	1
10474	1
10471	1
10469	1
10463	1
10460	1
10457	1
10456	1
10449	1
10444	1
10441	1
10437	1
10434	1
10431	1
10424	3
10422	1
10415	1
10414	1
10413	1
10402	1
10388	1
10374	1
10372	1
10368	1
10358	1
10353	1
10346	1
10332	2
10328	2
10327	1
10320	2
10315	1
10301	1
10295	1
10292	1
10291	1
10290	1
10283	2
10280	1
10276	1
10271	1
10263	2
10252	1
10248	1
10243	1
10239	1
10234	1
10228	2
10222	1
10216	1
10204	1
10201	1
10199	1
10190	1
10187	1
10177	1
10176	1
10169	1
10168	1
10161	1
10160	1
10158	2
10152	1
10149	1
10143	1
10138	1
10133	1
10123	2
10122	1
10118	1
10108	1
10103	1
10100	1
10097	1
10091	1
10087	1
10080	2
10073	1
10071	1
10069	1
10066	1
10059	3
10056	1
10052	1
10049	1
10040	1
10034	1
10028	2
10025	1
10015	1
9998	1
9991	1
9985	1
9984	1
9962	1
9959	1
9958	1
9957	1
9947	1
9944	1
9934	1
9932	1
9917	1
9916	2
9914	1
9913	1
9909	1
9908	1
9906	1
9891	2
9890	1
9885	1
9884	1
9873	1
9864	1
9862	1
9861	1
9860	1
9851	1
9850	1
9846	1
9842	1
9837	1
9832	2
9827	1
9821	1
9815	1
9812	1
9811	1
9810	1
9807	1
9800	1
9795	1
9778	2
9767	1
9762	1
9752	1
9751	1
9750	1
9747	1
9745	1
9743	1
9741	1
9734	1
9718	1
9716	1
9713	1
9711	1
9706	1
9704	1
9701	1
9693	1
9690	1
9688	1
9687	1
9679	1
9676	1
9675	1
9668	1
9665	1
9662	1
9660	1
9658	1
9654	2
9645	1
9643	1
9642	1
9641	1
9639	1
9638	1
9636	1
9634	1
9632	1
9630	1
9628	1
9619	1
9612	1
9603	1
9599	1
9589	1
9578	1
9574	1
9557	1
9554	1
9553	1
9551	1
9550	2
9546	1
9542	1
9540	1
9533	1
9530	1
9528	3
9525	2
9517	1
9510	1
9509	1
9506	1
9499	2
9498	2
9494	1
9490	1
9482	1
9475	1
9474	1
9472	1
9458	1
9449	1
9443	1
9441	1
9440	1
9435	1
9434	1
9433	1
9432	1
9417	1
9414	1
9411	1
9410	1
9407	1
9397	1
9395	1
9394	1
9392	2
9390	1
9389	1
9383	1
9368	1
9364	2
9351	1
9345	1
9338	1
9336	1
9329	1
9322	3
9321	1
9319	1
9317	1
9316	1
9311	1
9308	1
9307	1
9302	1
9300	1
9299	1
9298	1
9296	3
9291	1
9288	1
9281	1
9280	1
9273	2
9272	1
9271	1
9264	1
9259	1
9256	1
9255	1
9252	1
9251	2
9244	2
9242	1
9241	1
9239	1
9232	1
9229	1
9227	1
9224	1
9221	1
9220	1
9219	1
9218	2
9217	2
9214	1
9207	1
9206	1
9204	1
9198	1
9196	1
9193	1
9192	1
9191	1
9189	1
9183	1
9169	1
9166	1
9165	1
9164	1
9163	1
9162	1
9161	1
9155	1
9152	1
9147	2
9144	1
9143	1
9142	1
9139	1
9137	1
9131	1
9125	1
9120	1
9119	1
9116	1
9113	3
9112	1
9110	1
9104	1
9100	1
9097	1
9096	1
9093	1
9088	1
9087	1
9084	2
9081	1
9077	1
9071	3
9069	1
9068	1
9063	1
9062	1
9058	1
9057	1
9051	1
9048	1
9043	1
9041	1
9040	1
9038	1
9035	1
9033	1
9018	2
9015	1
9009	1
9003	1
8999	1
8995	1
8993	1
8988	1
8981	2
8978	3
8977	2
8975	1
8974	1
8971	1
8964	1
8962	2
8961	1
8959	1
8957	1
8954	1
8947	1
8945	1
8938	2
8934	1
8929	2
8926	1
8921	1
8917	1
8915	1
8910	1
8909	2
8904	1
8900	1
8895	1
8894	1
8885	1
8884	1
8882	1
8879	2
8878	1
8872	1
8867	1
8864	4
8863	1
8860	1
8859	1
8856	1
8854	2
8850	4
8847	1
8846	1
8840	1
8834	3
8833	3
8831	1
8828	1
8827	1
8824	1
8819	1
8818	1
8814	1
8813	1
8812	2
8810	2
8808	1
8807	2
8804	1
8803	1
8800	1
8799	1
8798	2
8797	1
8795	2
8793	1
8787	1
8783	1
8782	1
8780	1
8779	1
8768	1
8764	1
8761	1
8760	3
8759	1
8758	1
8756	1
8750	1
8749	1
8748	1
8747	2
8746	1
8745	1
8744	2
8742	1
8736	1
8734	1
8733	1
8731	1
8727	2
8725	1
8721	1
8720	1
8714	1
8713	1
8710	2
8708	3
8703	1
8702	1
8699	4
8698	1
8694	1
8691	1
8689	1
8687	1
8685	1
8682	1
8681	1
8679	1
8678	1
8677	1
8671	1
8669	1
8665	1
8664	1
8663	1
8659	1
8655	2
8650	1
8645	2
8642	3
8632	1
8631	1
8624	1
8623	1
8619	1
8616	1
8615	1
8609	1
8608	1
8604	2
8601	2
8595	1
8594	1
8593	1
8589	1
8588	1
8585	1
8582	2
8579	1
8573	1
8572	1
8570	1
8569	1
8568	1
8567	2
8566	1
8565	1
8564	1
8561	1
8557	3
8555	1
8551	1
8546	1
8542	1
8540	1
8534	1
8533	2
8532	1
8528	2
8527	1
8526	1
8525	1
8524	1
8523	2
8522	2
8521	1
8520	2
8518	1
8516	2
8515	1
8514	1
8511	1
8509	1
8503	1
8501	1
8500	1
8498	1
8496	1
8494	1
8491	1
8487	1
8486	1
8485	1
8483	1
8480	1
8479	1
8478	1
8477	1
8475	4
8474	1
8473	1
8471	3
8469	3
8468	1
8467	1
8466	3
8465	3
8463	1
8462	3
8458	2
8457	1
8456	1
8454	1
8453	1
8451	1
8450	1
8447	1
8445	1
8442	3
8440	1
8439	2
8438	1
8436	3
8435	3
8431	1
8430	1
8427	2
8425	1
8423	2
8422	1
8419	2
8416	1
8415	1
8413	1
8411	2
8409	3
8406	1
8405	1
8402	1
8401	1
8400	1
8399	2
8396	1
8395	1
8393	1
8392	1
8387	2
8386	1
8385	2
8384	2
8383	1
8382	2
8376	1
8374	1
8373	2
8370	1
8365	2
8363	1
8362	2
8360	1
8357	1
8355	1
8353	1
8351	1
8346	1
8345	1
8344	3
8341	1
8340	2
8339	1
8338	1
8337	2
8336	1
8333	3
8328	1
8325	1
8324	1
8321	6
8320	1
8315	1
8311	1
8308	1
8307	1
8305	1
8304	2
8303	1
8301	1
8299	1
8297	2
8296	1
8294	1
8293	2
8287	3
8286	3
8284	2
8283	2
8282	2
8281	1
8279	1
8277	1
8275	1
8271	1
8270	1
8268	1
8267	2
8262	1
8260	1
8258	1
8257	1
8254	1
8252	1
8249	1
8246	1
8243	1
8242	1
8239	1
8233	1
8232	2
8228	1
8226	2
8224	1
8223	1
8221	1
8220	1
8219	1
8218	1
8217	2
8216	2
8214	2
8211	1
8208	1
8206	1
8202	1
8201	3
8199	2
8196	1
8195	1
8192	1
8190	1
8189	1
8188	1
8187	1
8186	1
8181	1
8179	1
8178	2
8175	1
8170	2
8167	1
8166	1
8162	2
8159	1
8158	2
8157	1
8155	1
8151	1
8149	1
8145	1
8144	1
8143	1
8137	1
8135	3
8134	1
8133	1
8129	1
8127	1
8126	1
8124	2
8122	1
8119	1
8118	2
8117	2
8116	1
8115	1
8114	1
8113	1
8112	2
8111	1
8109	3
8105	3
8104	1
8103	1
8102	1
8101	1
8097	1
8095	1
8092	1
8091	1
8087	1
8086	1
8085	2
8084	1
8082	1
8081	3
8078	1
8077	2
8076	2
8075	1
8074	2
8071	1
8070	2
8066	4
8064	2
8063	2
8061	1
8059	2
8057	1
8056	2
8055	1
8053	2
8051	3
8050	1
8048	1
8047	1
8044	1
8043	1
8042	1
8037	1
8036	1
8034	1
8033	2
8032	1
8026	1
8024	2
8023	2
8022	2
8017	1
8015	1
8014	3
8013	1
8012	1
8007	2
8002	2
7999	3
7998	1
7995	3
7994	1
7993	2
7991	2
7990	2
7989	2
7988	1
7985	1
7982	1
7981	3
7980	1
7975	1
7974	1
7971	1
7970	2
7969	1
7968	1
7967	1
7965	1
7964	2
7963	2
7962	1
7960	1
7957	1
7954	1
7953	1
7952	1
7951	1
7950	1
7947	1
7946	1
7942	1
7940	1
7939	2
7938	2
7936	1
7935	1
7934	1
7932	2
7931	1
7925	1
7921	2
7919	1
7918	1
7913	1
7911	1
7910	2
7908	1
7907	2
7905	2
7902	1
7897	1
7896	2
7895	1
7893	1
7890	1
7889	1
7888	1
7884	2
7883	1
7882	2
7878	1
7876	1
7874	1
7870	1
7869	1
7866	1
7864	1
7862	1
7858	1
7857	1
7855	2
7851	1
7847	1
7845	2
7844	3
7841	1
7840	3
7838	1
7837	1
7835	1
7834	1
7830	1
7828	1
7827	4
7825	2
7824	1
7821	1
7820	1
7819	4
7818	1
7817	1
7815	1
7814	2
7811	1
7810	2
7809	2
7808	1
7805	1
7804	2
7803	1
7800	3
7797	1
7796	1
7795	4
7792	1
7791	1
7789	2
7787	2
7786	1
7783	1
7781	3
7780	1
7779	1
7778	1
7777	1
7775	1
7774	1
7773	1
7772	1
7770	2
7768	1
7765	1
7764	2
7762	2
7761	2
7758	1
7753	4
7751	2
7750	2
7749	1
7745	1
7744	1
7742	1
7740	1
7739	2
7737	1
7735	1
7734	2
7733	2
7728	1
7727	2
7726	1
7720	1
7718	1
7717	2
7714	3
7713	1
7712	1
7710	3
7708	1
7707	2
7704	1
7701	1
7697	1
7696	1
7694	1
7693	2
7691	1
7689	2
7688	1
7687	2
7686	2
7685	2
7683	1
7682	2
7680	1
7678	1
7677	1
7675	1
7674	1
7673	1
7672	1
7670	4
7669	1
7666	1
7665	1
7663	3
7662	2
7661	2
7660	1
7659	2
7657	1
7656	1
7655	1
7654	3
7653	3
7652	1
7651	1
7650	1
7648	1
7647	1
7644	2
7641	1
7640	2
7639	1
7638	1
7633	1
7630	3
7628	2
7627	1
7624	1
7623	3
7622	2
7621	1
7620	1
7619	1
7618	1
7616	1
7615	2
7614	1
7613	1
7612	2
7607	1
7606	3
7605	4
7602	2
7601	2
7600	3
7599	1
7598	4
7597	1
7595	1
7592	1
7591	2
7590	2
7588	1
7585	1
7582	1
7581	2
7580	1
7579	1
7577	1
7575	1
7573	3
7572	1
7571	1
7568	4
7567	2
7566	1
7565	1
7564	2
7562	1
7559	1
7558	1
7557	1
7556	1
7554	1
7553	1
7550	1
7547	1
7546	2
7544	2
7543	1
7542	2
7541	2
7539	1
7537	1
7536	1
7535	1
7534	2
7531	4
7530	1
7529	1
7528	1
7527	2
7526	3
7525	1
7523	2
7522	1
7520	3
7517	1
7516	3
7515	1
7513	3
7512	1
7511	2
7510	2
7509	1
7507	1
7505	2
7504	1
7503	1
7501	4
7500	1
7499	1
7497	1
7495	2
7494	1
7492	2
7491	1
7490	2
7489	1
7488	2
7485	1
7483	1
7480	1
7479	1
7478	1
7476	2
7475	2
7474	4
7471	1
7470	2
7469	2
7467	3
7466	2
7465	3
7464	1
7463	1
7461	1
7459	2
7457	1
7456	1
7455	1
7454	1
7453	2
7450	2
7446	1
7443	3
7442	1
7439	1
7436	1
7435	1
7433	1
7432	1
7431	1
7430	2
7428	2
7427	1
7426	1
7425	1
7424	2
7423	3
7421	1
7420	1
7418	2
7417	2
7415	1
7412	1
7411	2
7410	1
7409	1
7408	1
7407	2
7404	2
7402	1
7397	2
7395	2
7393	1
7392	4
7390	1
7389	1
7388	1
7386	1
7384	2
7380	3
7379	2
7377	1
7376	1
7374	1
7373	4
7371	1
7370	3
7368	1
7366	1
7364	1
7363	1
7362	2
7361	4
7359	1
7358	2
7356	5
7354	3
7353	1
7350	1
7348	1
7347	2
7344	3
7342	1
7341	1
7340	1
7339	1
7337	3
7336	3
7335	2
7334	2
7332	2
7329	2
7328	2
7327	2
7326	1
7323	2
7322	1
7321	2
7320	3
7319	2
7318	1
7317	2
7315	5
7314	2
7313	2
7312	1
7311	4
7310	2
7309	4
7308	2
7307	3
7305	2
7302	4
7299	2
7296	1
7295	3
7289	2
7288	1
7287	2
7285	1
7284	1
7282	1
7281	3
7280	2
7277	2
7276	2
7275	2
7274	2
7272	1
7268	3
7267	2
7265	1
7264	1
7262	1
7261	1
7260	1
7259	2
7256	2
7254	2
7249	3
7248	1
7246	2
7242	2
7241	2
7240	1
7239	1
7238	2
7237	1
7236	1
7233	1
7232	1
7231	1
7229	3
7226	1
7225	1
7224	1
7223	1
7222	2
7219	1
7218	2
7217	1
7216	1
7215	1
7212	1
7210	1
7209	2
7208	2
7206	1
7205	2
7204	2
7203	2
7202	1
7201	5
7200	1
7198	3
7193	2
7192	1
7191	2
7189	2
7187	1
7186	1
7185	2
7184	2
7183	2
7182	1
7181	1
7179	3
7178	2
7176	1
7175	6
7174	1
7173	3
7172	3
7171	3
7170	3
7169	1
7167	2
7165	2
7163	1
7160	2
7158	1
