6_0	1_69	58.667	75	31	0	70	144	67	141	6.15e-28	103
6_0	1_160	50.000	78	38	1	62	138	22	99	9.21e-23	87.0
6_0	1_38	52.113	71	34	0	64	134	116	186	3.94e-21	85.5
6_0	1_37	51.282	78	31	1	59	129	119	196	6.03e-21	84.0
6_0	1_185	54.412	68	31	0	64	131	42	109	1.24e-20	79.0
6_0	1_9	58.333	60	25	0	70	129	102	161	4.21e-20	82.4
6_0	1_51	52.857	70	33	0	70	139	134	203	8.43e-20	81.6
6_0	1_47	54.098	61	28	0	71	131	148	208	6.65e-19	78.6
6_0	1_187	57.627	59	25	0	73	131	2	60	6.98e-19	72.4
6_0	1_188	59.322	59	24	0	73	131	8	66	3.23e-18	70.9
6_0	1_175	53.226	62	29	0	70	131	1	62	4.69e-18	70.1
6_0	1_24	50.820	61	30	0	69	129	45	105	5.83e-18	71.2
6_0	1_126	46.341	82	43	1	58	138	113	194	7.31e-18	75.9
6_0	1_14	43.750	80	42	1	72	151	116	192	1.74e-17	74.7
6_0	1_0	47.368	76	39	1	70	145	187	261	1.99e-17	75.1
6_0	1_124	50.847	59	29	0	73	131	6	64	2.58e-17	68.6
6_0	1_27	47.368	76	39	1	70	145	167	241	3.22e-17	72.8
6_0	1_162	50.000	60	30	0	72	131	1	60	3.65e-17	67.8
6_0	1_105	45.122	82	44	1	58	138	113	194	8.50e-17	72.8
6_0	1_130	49.275	69	32	2	64	131	1	67	1.05e-16	67.8
6_0	1_170	34.959	123	74	1	73	189	12	134	1.67e-16	68.2
6_0	1_125	55.172	58	26	0	72	129	1	58	2.11e-16	65.5
6_0	1_178	41.935	62	36	0	68	129	5	66	2.31e-16	70.1
6_0	1_169	53.125	64	30	0	68	131	1	64	3.10e-16	65.1
6_0	1_6	55.556	54	24	0	77	130	33	86	4.84e-16	70.5
6_0	1_123	50.820	61	30	0	71	131	23	83	1.06e-15	67.8
6_0	1_128	55.357	56	25	0	76	131	1	56	2.96e-15	62.4
6_0	1_151	40.000	65	39	0	65	129	15	79	6.18e-15	62.0
6_0	1_150	40.000	60	36	0	70	129	7	66	5.08e-14	63.2
6_0	1_30	47.761	67	35	0	64	130	224	290	7.72e-14	64.3
6_0	1_63	47.619	63	33	0	76	138	35	97	1.05e-13	63.2
6_0	1_19	38.095	63	39	0	67	129	30	92	2.63e-13	60.1
6_0	1_22	53.448	58	27	0	74	131	1	58	3.30e-13	58.2
6_0	1_4	42.857	63	36	0	73	135	90	152	1.79e-12	59.7
6_0	1_5	42.857	63	36	0	73	135	95	157	1.83e-12	59.7
6_0	1_1	42.857	63	36	0	73	135	95	157	1.85e-12	59.7
6_0	1_65	33.333	99	60	1	64	156	74	172	2.43e-12	58.2
6_0	1_46	36.145	83	45	1	55	129	239	321	3.00e-12	59.3
6_0	1_115	34.247	73	47	1	60	131	8	80	3.03e-12	54.7
6_0	1_66	41.667	60	35	0	70	129	98	157	4.23e-12	57.0
6_0	1_100	33.721	86	43	1	58	129	4	89	4.51e-12	56.2
6_0	1_111	42.308	52	30	0	73	124	4	55	8.94e-12	52.4
6_0	1_40	29.231	65	46	0	65	129	81	145	1.28e-11	56.6
6_0	1_90	36.986	73	45	1	62	134	7	78	2.38e-11	53.9
6_0	1_68	35.135	74	48	0	70	143	174	247	4.82e-11	54.7
6_0	1_146	38.710	62	38	0	71	132	204	265	6.18e-11	54.7
6_0	1_108	44.231	52	29	0	70	121	3	54	6.31e-11	50.1
6_0	1_99	37.288	59	37	0	71	129	12	70	7.61e-11	52.4
6_0	1_102	34.247	73	47	1	60	131	8	80	1.04e-10	53.9
6_0	1_164	43.860	57	32	0	73	129	2	58	1.19e-10	49.3
6_0	1_50	37.288	59	37	0	71	129	152	210	1.23e-10	53.5
6_0	1_109	39.286	56	34	0	74	129	1	56	1.60e-10	49.3
6_0	1_113	34.426	61	40	0	70	130	1	61	1.64e-10	49.3
6_0	1_163	34.375	64	42	0	73	136	1	64	1.99e-10	50.4
6_0	1_28	30.303	99	63	2	73	171	149	241	2.54e-10	52.8
6_0	1_103	34.426	61	40	0	69	129	86	146	2.84e-10	52.0
6_0	1_56	37.333	75	43	1	61	131	28	102	2.92e-10	51.2
6_0	1_83	30.303	99	63	2	73	171	75	167	3.59e-10	51.2
6_0	1_26	38.983	59	36	0	73	131	206	264	3.78e-10	52.4
6_0	1_84	39.655	58	35	0	73	130	105	162	3.97e-10	51.2
6_0	1_112	38.983	59	36	0	71	129	1	59	4.82e-10	47.8
6_0	1_2	33.333	69	46	0	62	130	170	238	6.21e-10	51.6
6_0	1_82	38.095	63	39	0	69	131	174	236	8.57e-10	51.6
6_0	1_177	40.678	59	35	0	73	131	10	68	9.19e-10	47.4
6_0	1_152	41.071	56	33	0	71	126	9	64	9.73e-10	47.0
6_0	1_132	40.678	59	35	0	73	131	10	68	1.12e-09	47.4
6_0	1_121	35.211	71	40	1	73	137	13	83	1.15e-09	47.8
6_0	1_12	30.682	88	61	0	73	160	164	251	1.24e-09	50.8
6_0	1_18	38.095	63	39	0	69	131	31	93	1.37e-09	49.7
6_0	1_166	33.898	59	39	0	71	129	1	59	1.50e-09	46.6
6_0	1_161	33.898	59	39	0	71	129	1	59	1.55e-09	46.6
6_0	1_62	33.333	60	40	0	70	129	135	194	1.56e-09	50.1
6_0	1_147	37.500	64	40	0	66	129	177	240	2.21e-09	50.1
6_0	1_154	42.553	47	27	0	72	118	1	47	2.57e-09	45.4
6_0	1_142	25.180	139	85	2	25	144	176	314	2.63e-09	50.1
6_0	1_107	25.180	139	85	2	25	144	176	314	2.70e-09	50.1
6_0	1_7	39.655	58	35	0	73	130	164	221	2.71e-09	49.7
6_0	1_117	42.105	57	33	0	73	129	1	57	2.82e-09	45.4
6_0	1_43	39.655	58	35	0	73	130	164	221	2.84e-09	49.7
6_0	1_36	37.288	59	37	0	71	129	304	362	3.12e-09	50.1
6_0	1_71	31.818	66	44	1	74	139	237	301	3.43e-09	50.1
6_0	1_21	36.066	61	39	0	74	134	217	277	3.64e-09	49.7
6_0	1_23	30.000	60	42	0	73	132	181	240	3.73e-09	49.7
6_0	1_11	38.596	57	35	0	73	129	143	199	3.75e-09	48.9
6_0	1_158	38.983	59	36	0	71	129	122	180	3.85e-09	48.9
6_0	1_98	33.898	59	39	0	71	129	253	311	3.90e-09	49.7
6_0	1_10	38.596	57	35	0	73	129	209	265	4.05e-09	49.3
6_0	1_8	38.596	57	35	0	73	129	222	278	4.49e-09	49.3
6_0	1_134	35.185	54	35	0	76	129	4	57	5.47e-09	44.7
6_0	1_101	37.288	59	37	0	71	129	66	124	7.03e-09	47.4
6_0	1_49	32.787	61	41	0	70	130	11	71	8.65e-09	45.4
6_0	1_140	34.483	58	38	0	72	129	1	58	9.95e-09	45.1
6_0	1_88	35.088	57	37	0	73	129	103	159	1.25e-08	46.6
6_0	1_70	37.288	59	37	0	66	124	484	542	1.25e-08	48.5
6_0	1_85	35.000	60	39	0	71	130	162	221	1.33e-08	47.4
6_0	1_78	37.681	69	43	0	62	130	742	810	1.36e-08	48.5
6_0	1_78	33.333	63	42	0	73	135	1241	1303	5.40e-08	46.6
6_0	1_78	37.037	54	34	0	76	129	989	1042	7.39e-07	43.1
6_0	1_78	29.825	57	40	0	73	129	553	609	2.62e-04	35.0
6_0	1_48	35.593	59	38	0	71	129	118	176	1.38e-08	47.0
6_0	1_167	31.818	88	53	2	42	129	161	241	1.75e-08	47.8
6_0	1_61	34.615	52	34	0	73	124	15	66	1.87e-08	44.3
6_0	1_93	31.818	88	53	2	42	129	43	123	2.08e-08	47.0
6_0	1_86	33.898	59	39	0	72	130	170	228	2.19e-08	46.6
6_0	1_80	33.333	69	39	1	76	144	215	276	2.26e-08	47.0
6_0	1_131	33.333	69	39	1	76	144	224	285	2.38e-08	47.0
6_0	1_87	33.898	59	39	0	71	129	197	255	3.07e-08	46.6
6_0	1_118	33.871	62	41	0	69	130	10	71	3.24e-08	43.5
6_0	1_139	35.000	60	39	0	70	129	163	222	3.26e-08	46.6
6_0	1_96	35.000	60	39	0	70	129	163	222	3.47e-08	46.2
6_0	1_168	33.333	63	42	0	67	129	1	63	4.13e-08	43.1
6_0	1_3	32.787	61	41	0	70	130	197	257	4.70e-08	46.2
6_0	1_33	31.250	64	43	1	72	135	216	278	4.89e-08	45.8
6_0	1_52	35.088	57	37	0	73	129	273	329	5.34e-08	46.2
6_0	1_182	35.593	59	38	0	73	131	2	60	5.73e-08	42.4
6_0	1_39	38.889	54	33	0	80	133	180	233	6.24e-08	45.4
6_0	1_172	33.333	60	40	0	70	129	1	60	6.24e-08	42.0
6_0	1_157	35.088	57	37	0	73	129	1	57	6.39e-08	42.0
