7_0	5_60	89.011	182	15	1	320	496	336	517	5.98e-120	355
7_0	5_1	42.857	147	81	2	344	490	225	368	7.12e-36	131
7_0	5_0	38.926	149	88	1	341	486	10	158	5.17e-33	115
7_0	5_66	34.307	137	87	1	341	474	25	161	6.04e-23	87.4
7_0	5_65	42.373	59	33	1	433	490	270	328	1.93e-09	51.6
7_0	5_65	30.000	50	35	0	434	483	30	79	3.59e-05	37.7
7_0	5_22	32.787	61	41	0	432	492	180	240	2.67e-08	47.4
7_0	5_44	40.625	64	37	1	429	491	233	296	2.73e-08	47.4
7_0	5_3	31.646	79	53	1	412	489	35	113	5.27e-08	45.8
7_0	5_41	26.596	94	64	1	402	490	162	255	1.03e-07	45.4
7_0	5_36	39.655	58	34	1	429	485	57	114	1.09e-07	43.1
7_0	5_42	31.746	63	43	0	432	494	85	147	1.31e-07	45.1
7_0	5_48	33.333	60	40	0	432	491	205	264	1.37e-07	44.7
7_0	5_52	25.962	104	74	1	392	492	192	295	1.50e-07	45.1
7_0	5_2	32.258	62	42	0	432	493	162	223	2.10e-07	44.3
7_0	5_26	34.483	58	37	1	435	491	318	375	4.22e-07	43.5
7_0	5_62	30.303	99	57	2	394	485	619	712	5.36e-07	43.9
7_0	5_61	33.871	62	41	0	432	493	156	217	6.78e-07	42.0
7_0	5_67	28.205	78	54	1	414	489	175	252	7.79e-07	42.4
7_0	5_18	31.343	67	46	0	430	496	238	304	2.80e-06	41.2
7_0	5_33	34.375	64	41	1	427	490	191	253	3.86e-06	40.8
7_0	5_40	31.579	57	39	0	433	489	252	308	4.06e-06	40.4
7_0	5_30	31.148	61	42	0	431	491	197	257	5.55e-06	39.7
7_0	5_54	26.042	96	54	3	402	496	155	234	6.46e-06	39.3
7_0	5_39	32.308	65	44	0	426	490	87	151	8.69e-06	38.9
7_0	5_34	27.941	68	49	0	430	497	217	284	2.10e-05	38.1
7_0	5_9	30.769	65	45	0	427	491	30	94	2.16e-05	37.7
7_0	5_17	32.836	67	45	0	423	489	193	259	2.56e-05	37.7
7_0	5_68	29.412	68	47	1	430	497	222	288	2.61e-05	37.7
7_0	5_8	28.767	73	49	1	421	490	129	201	2.75e-05	37.0
7_0	5_29	30.357	56	39	0	434	489	129	184	1.29e-04	35.8
7_0	5_50	27.143	70	49	2	426	494	144	212	1.30e-04	35.4
7_0	5_45	34.483	58	35	1	431	485	50	107	1.34e-04	35.8
7_0	5_49	26.562	64	47	0	431	494	324	387	1.43e-04	35.8
7_0	5_21	28.814	59	42	0	432	490	230	288	1.79e-04	35.0
7_0	5_32	28.814	59	42	0	434	492	180	238	2.23e-04	35.0
7_0	5_56	27.273	66	47	1	432	497	175	239	3.77e-04	33.9
7_0	5_11	30.159	63	43	1	427	489	259	320	3.80e-04	34.3
7_0	5_19	30.357	56	39	0	434	489	185	240	8.12e-04	33.1
7_0	5_47	24.590	61	46	0	434	494	178	238	8.22e-04	33.1
7_1	5_42	54.545	66	30	0	461	526	95	160	1.36e-22	90.9
7_1	5_36	52.857	70	25	2	463	527	73	139	1.80e-21	83.2
7_1	5_22	65.306	49	17	0	462	510	191	239	1.39e-19	83.2
7_1	5_3	54.902	51	23	0	463	513	68	118	2.16e-15	68.9
7_1	5_53	50.000	42	13	2	491	527	1	39	1.38e-09	49.7
7_1	5_15	46.939	49	26	0	461	509	244	292	1.93e-09	51.2
7_1	5_39	42.623	61	34	1	450	509	91	151	2.51e-09	50.1
7_1	5_44	47.917	48	25	0	462	509	248	295	3.78e-09	50.4
7_1	5_32	47.917	48	25	0	462	509	189	236	3.90e-09	50.4
7_1	5_31	54.054	37	17	0	474	510	288	324	4.09e-09	50.4
7_1	5_40	42.857	56	30	1	463	516	263	318	7.68e-09	49.3
7_1	5_2	42.000	50	23	2	463	509	174	220	1.54e-08	48.5
7_1	5_30	30.000	160	96	5	390	543	131	280	2.36e-08	47.4
7_1	5_49	45.833	48	26	0	462	509	336	383	8.78e-08	46.2
7_1	5_26	45.098	51	27	1	463	512	327	377	8.98e-08	46.2
7_1	5_25	48.649	37	13	1	466	502	60	90	9.98e-08	45.8
7_1	5_41	38.235	68	37	2	453	517	201	266	1.38e-07	45.4
7_1	5_43	41.176	51	30	0	463	513	187	237	1.87e-07	45.1
7_1	5_13	42.623	61	26	3	463	520	153	207	2.02e-07	44.3
7_1	5_47	41.304	46	22	2	484	524	209	254	2.48e-07	45.1
7_1	5_35	65.517	29	10	0	483	511	1	29	3.07e-07	43.9
7_1	5_19	37.662	77	44	1	462	534	194	270	3.22e-07	43.9
7_1	5_48	44.681	47	26	0	463	509	217	263	3.63e-07	43.9
7_1	5_33	42.222	45	26	0	467	511	211	255	6.92e-07	43.5
7_1	5_59	48.148	27	14	0	483	509	3	29	7.24e-07	42.4
7_1	5_21	41.667	48	28	0	467	514	246	293	1.12e-06	42.4
7_1	5_61	36.111	72	38	3	447	515	154	220	1.37e-06	41.6
7_1	5_8	48.936	47	24	0	463	509	155	201	2.85e-06	40.4
7_1	5_34	35.938	64	40	1	447	509	214	277	3.14e-06	40.8
7_1	5_29	43.636	55	19	2	461	509	137	185	3.54e-06	41.2
7_1	5_17	46.809	47	25	0	463	509	214	260	4.17e-06	40.4
7_1	5_18	55.172	29	13	0	482	510	271	299	4.45e-06	40.8
7_1	5_4	42.857	49	27	1	481	528	221	269	8.56e-06	39.7
7_1	5_38	35.294	51	33	0	459	509	246	296	1.47e-05	39.3
7_1	5_67	53.125	32	14	1	482	512	226	257	1.63e-05	38.5
7_1	5_56	33.929	56	30	2	484	534	207	260	3.02e-05	37.7
7_1	5_7	28.302	53	31	1	491	543	7	52	4.61e-05	36.6
7_1	5_45	35.000	80	41	4	446	524	50	119	6.37e-05	37.4
7_1	5_57	52.000	25	12	0	479	503	391	415	7.08e-05	37.0
7_1	5_68	46.154	26	14	0	484	509	256	281	7.99e-05	36.6
7_1	5_50	36.000	50	32	0	463	512	162	211	1.17e-04	35.8
7_1	5_24	44.681	47	26	0	463	509	310	356	1.17e-04	36.2
7_1	5_52	40.000	35	21	0	476	510	260	294	1.69e-04	35.8
7_1	5_11	39.623	53	29	1	467	516	279	331	3.28e-04	34.7
7_1	5_65	39.583	48	29	0	463	510	281	328	3.39e-04	35.0
7_1	5_9	43.750	48	25	1	467	512	51	98	7.43e-04	33.1
7_2	5_36	56.863	51	22	0	127	177	57	107	6.17e-16	67.4
7_2	5_22	46.667	75	32	1	131	205	180	246	6.47e-15	69.3
7_2	5_42	40.000	85	39	3	96	177	56	131	1.35e-14	67.4
7_2	5_3	32.773	119	54	3	66	177	3	102	4.88e-12	59.3
7_2	5_25	51.220	41	20	0	137	177	45	85	2.46e-07	45.1
7_2	5_39	42.857	56	31	1	123	177	84	139	4.38e-07	43.5
7_2	5_44	48.936	47	24	0	131	177	237	283	3.70e-06	41.2
7_2	5_48	38.806	67	32	1	111	177	194	251	9.67e-06	39.7
7_2	5_61	44.681	47	26	0	131	177	156	202	2.13e-05	38.1
7_2	5_47	34.615	78	41	2	74	151	129	196	3.11e-05	38.5
7_2	5_8	40.000	45	27	0	133	177	145	189	6.53e-05	36.6
7_2	5_9	42.553	47	27	0	131	177	35	81	7.11e-05	37.0
7_2	5_40	36.207	58	37	0	120	177	240	297	8.50e-05	37.0
7_2	5_2	36.000	50	32	0	128	177	159	208	5.65e-04	34.3
7_2	5_30	36.538	52	33	0	126	177	193	244	5.69e-04	34.3
7_3	5_40	63.303	109	31	1	93	192	229	337	1.05e-44	144
7_3	5_47	56.452	62	27	0	108	169	178	239	1.53e-16	68.9
7_3	5_34	44.737	76	39	1	92	164	202	277	1.93e-15	65.1
7_3	5_61	47.541	61	32	0	105	165	155	215	2.96e-15	63.9
7_3	5_48	49.180	61	31	0	104	164	203	263	3.37e-15	64.7
7_3	5_2	38.750	80	42	2	108	180	164	243	4.34e-14	61.6
7_3	5_29	42.188	64	37	0	106	169	127	190	5.36e-14	61.6
7_3	5_30	42.857	70	40	0	100	169	192	261	6.19e-14	60.8
7_3	5_44	47.368	57	30	0	108	164	239	295	7.48e-14	60.8
7_3	5_19	55.000	60	27	0	105	164	182	241	2.88e-13	58.9
7_3	5_56	49.180	61	31	0	106	166	174	234	3.46e-13	58.9
7_3	5_50	44.776	67	37	0	104	170	148	214	5.91e-13	57.8
