7_0	3_33	85.075	201	29	1	296	496	216	415	2.65e-124	363
7_0	3_33	51.064	47	20	3	110	154	160	205	1.97e-04	36.6
7_0	3_37	85.075	201	29	1	296	496	234	433	2.84e-124	364
7_0	3_44	43.046	151	83	2	339	489	190	337	6.57e-36	132
7_0	3_53	37.580	157	92	1	339	489	257	413	1.23e-32	124
7_0	3_168	32.836	201	114	3	307	489	111	308	4.91e-29	110
7_0	3_167	32.836	201	114	3	307	489	110	307	1.28e-28	108
7_0	3_89	35.135	74	48	0	418	491	74	147	2.29e-09	51.2
7_0	3_9	40.351	57	34	0	433	489	1250	1306	3.68e-09	52.4
7_0	3_9	35.088	57	36	1	429	485	1485	1540	6.65e-07	45.1
7_0	3_34	33.333	54	36	0	432	485	160	213	1.19e-08	49.7
7_0	3_182	31.148	61	42	0	432	492	50	110	4.42e-08	46.2
7_0	3_156	27.273	121	80	2	377	493	103	219	6.58e-08	47.4
7_0	3_73	32.308	65	44	0	425	489	131	195	8.81e-08	46.6
7_0	3_124	40.984	61	35	1	430	489	157	217	1.50e-07	45.8
7_0	3_141	31.507	73	48	1	423	493	83	155	1.82e-07	45.8
7_0	3_101	35.294	68	44	0	428	495	117	184	1.96e-07	45.8
7_0	3_142	31.250	64	44	0	430	493	87	150	2.77e-07	45.4
7_0	3_24	31.707	82	50	2	416	492	190	270	3.56e-07	45.4
7_0	3_46	32.787	61	41	0	433	493	59	119	5.67e-07	45.1
7_0	3_169	28.972	107	69	2	394	493	167	273	5.78e-07	44.3
7_0	3_180	33.766	77	40	2	419	485	112	187	6.05e-07	43.9
7_0	3_135	29.851	67	47	0	427	493	4	70	9.91e-07	43.1
7_0	3_128	27.885	104	72	1	392	492	219	322	1.04e-06	43.9
7_0	3_137	27.885	104	72	1	392	492	221	324	1.09e-06	43.9
7_0	3_20	30.159	63	44	0	432	494	254	316	1.23e-06	43.5
7_0	3_42	27.885	104	72	1	392	492	221	324	1.41e-06	43.5
