6_0	7_6	45.556	90	48	1	70	158	48	137	2.07e-22	90.1
6_0	7_32	53.333	60	28	0	70	129	73	132	3.44e-17	73.6
6_0	7_1	57.143	56	23	1	83	137	463	518	6.05e-17	73.2
6_0	7_35	52.703	74	27	2	91	163	17	83	6.56e-17	70.5
6_0	7_21	53.226	62	29	0	70	131	302	363	1.03e-16	72.4
6_0	7_46	33.333	84	52	2	60	142	45	125	1.14e-12	58.2
6_0	7_31	39.683	63	38	0	73	135	54	116	1.00e-11	56.2
6_0	7_12	36.364	77	44	1	71	147	90	161	1.86e-11	54.7
6_0	7_19	39.130	69	42	0	61	129	64	132	5.79e-11	53.1
6_0	7_49	40.000	60	36	0	70	129	98	157	9.80e-11	53.9
6_0	7_28	45.455	55	29	1	64	117	186	240	1.97e-10	53.1
6_0	7_47	33.010	103	59	3	43	145	114	206	4.95e-10	51.6
6_0	7_34	31.325	83	54	1	47	129	120	199	1.18e-09	50.1
6_0	7_4	38.596	57	35	0	73	129	235	291	1.91e-09	49.7
6_0	7_3	38.596	57	35	0	73	129	108	164	1.98e-09	48.5
6_0	7_18	29.592	98	62	1	70	160	99	196	3.81e-09	47.8
6_0	7_2	44.000	50	28	0	68	117	128	177	3.95e-09	49.3
6_0	7_22	29.670	91	46	2	73	148	94	181	1.27e-08	46.6
6_0	7_36	38.596	57	35	0	76	132	2	58	1.94e-08	45.4
6_0	7_25	36.508	63	37	1	67	129	94	153	2.14e-08	45.1
6_0	7_37	33.898	59	39	0	70	128	66	124	4.09e-08	44.7
6_0	7_27	30.508	59	41	0	71	129	26	84	5.59e-08	43.5
6_0	7_43	43.478	46	26	0	72	117	392	437	7.94e-08	45.1
6_0	7_26	23.333	90	49	1	60	129	50	139	1.43e-07	43.1
6_0	7_45	35.593	59	38	0	71	129	530	588	2.33e-07	43.9
6_0	7_0	30.508	59	41	0	66	124	427	485	2.58e-07	43.1
6_0	7_42	35.088	57	37	0	73	129	79	135	2.82e-07	42.7
6_0	7_29	37.255	51	32	0	74	124	120	170	3.65e-07	41.6
6_0	7_30	36.585	82	38	2	71	144	78	153	4.17e-07	41.6
6_0	7_5	32.692	52	35	0	78	129	321	372	5.99e-07	42.0
6_0	7_7	27.941	68	48	1	62	129	477	543	1.01e-04	35.4
6_0	7_16	26.316	57	42	0	73	129	1018	1074	2.67e-04	33.9
6_0	7_15	26.316	57	42	0	73	129	1000	1056	2.73e-04	33.9
6_0	7_38	40.000	30	18	0	102	131	43	72	7.47e-04	32.3
6_1	7_24	53.448	116	54	0	38	153	1	116	3.85e-37	128
6_1	7_24	39.706	68	36	3	279	345	162	225	1.54e-07	43.9
6_1	7_13	58.730	63	25	1	24	86	13	74	7.11e-19	79.3
6_1	7_14	60.714	56	22	0	31	86	194	249	2.55e-18	78.2
6_1	7_9	47.273	55	26	1	53	104	933	987	1.82e-09	50.8
6_1	7_8	48.077	52	24	1	53	101	940	991	1.90e-09	50.8
6_1	7_10	79.167	24	5	0	63	86	2	25	5.61e-07	42.7
6_1	7_44	41.026	39	20	1	42	80	138	173	1.83e-04	33.9
6_1	7_22	23.585	106	55	2	4	94	78	172	2.67e-04	33.9
6_1	7_12	41.026	39	23	0	48	86	109	147	3.75e-04	33.1
